id,PlayerName,DraftAge,Height,Weight,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,CSS_rank,po_A,Position,po_GP,po_G,po_P,po_PIM,LeafNode,DraftYear,sum_7yr_GP
9396,"Brian Mcconnell",19,74,190,38,11,15,26,68,14,33,0,C,0,0,0,0,4,2002,0
9411,"Kyle Klubertanz",19,72,181,57,6,21,27,124,10,98,0,D,0,0,0,0,5,2004,0
9417,"Dusty Collins",19,75,212,36,1,6,7,30,-2,232,0,C,0,0,0,0,2,2004,0
9420,"Nate Hagemo",19,71,190,37,2,8,10,42,-3,58,0,D,0,0,0,0,2,2005,0
9427,"Matt Auffrey",18,74,203,16,3,5,8,16,1,152,0,R,0,0,0,0,2,2004,0
9436,"Shawn Weller",18,74,218,36,17,22,39,117,0,32,3,L,3,3,6,6,4,2004,0
9448,"Gregg Johnson",19,72,187,35,5,5,10,20,2,80,0,L,0,0,0,0,4,2001,0
9452,"Marc Cavosie",19,72,196,33,12,18,30,26,0,50,0,C,0,0,0,0,3,2000,0
9453,"Brett Nowak",19,75,196,33,6,12,18,22,-2,22,0,C,0,0,0,0,2,2000,0
9455,"Justin Morrison",19,75,220,42,4,9,13,8,0,45,0,R,0,0,0,0,3,1998,0
9459,"Michael Lambert",18,74,194,79,31,26,57,113,-10,37,6,L,7,1,7,15,5,2002,0
9461,"Adam Henrich",18,76,238,74,33,33,66,135,-4,23,0,L,0,0,0,0,2,2002,0
9475,"Dany Roussin",20,74,201,69,54,62,116,66,61,250,9,L,13,11,20,8,5,2005,0
9481,"David Schulz",18,75,198,76,3,14,17,83,14,93,0,D,5,0,0,2,5,2004,0
9483,"Andy Rogers",18,77,207,71,2,5,7,115,10,24,0,D,7,0,0,11,2,2004,0
9484,"Kyle Wharton",18,75,207,50,4,10,14,58,10,13,3,D,7,2,5,4,5,2004,0
9487,"John Lammers",18,70,183,69,24,24,48,31,6,48,0,L,0,0,0,0,5,2004,0
9488,"Ryan Garlock",18,72,203,59,20,32,52,50,14,16,0,C,4,1,1,6,5,2004,0
9491,"Evan Mcgrath",18,72,187,75,16,37,53,32,4,36,1,C,5,2,3,2,5,2004,0
9492,"Eric Hunter",20,73,194,71,40,32,72,125,11,235,1,C,5,3,4,10,5,2006,0
9494,"Frederik Cabana",18,73,183,77,18,25,43,96,-9,63,0,C,0,0,0,0,3,2004,0
9497,"Jean-Michel Rizk",18,73,194,75,12,19,31,89,-20,137,0,R,0,0,0,0,3,2004,0
9552,"Maxim Orlov",18,72,209,9,3,2,5,6,1,54,0,C,1,0,0,0,4,1999,0
9553,"Andrei Shefer",18,72,198,36,10,7,17,44,-1,16,0,D,0,0,0,0,2,1999,0
9554,"Sergei Soin",18,72,207,38,8,9,17,34,12,12,0,C,0,0,0,0,4,2000,0
9556,"Denis Denisov",19,72,194,47,2,9,11,20,3,57,0,D,0,0,0,0,4,2000,0
9558,"Ilya Nikulin",18,75,223,49,6,8,14,104,2,5,0,D,0,0,0,0,4,2000,0
9560,"Yegor Shastin",19,70,187,33,4,12,16,67,11,13,0,L,9,1,1,18,4,2001,0
9562,"Ruslan Zainullin",18,74,225,38,22,9,31,26,11,8,0,R,0,0,0,0,4,2000,0
9563,"Yuri Trubachyov",18,68,203,40,8,12,20,30,8,23,0,C,0,0,0,0,4,2001,0
9564,"Igor Knyazev",18,72,194,48,7,7,14,88,13,7,0,D,0,0,0,0,4,2001,0
9566,"Igor Grigorenko",18,70,214,45,16,14,30,96,11,25,0,R,0,0,0,0,4,2001,0
9567,"Kirill Koltsov",19,70,198,41,1,5,6,34,18,6,0,D,11,1,1,18,1,2002,0
9569,"Andrei Taratukhin",18,74,223,47,21,31,52,79,4,34,0,C,0,0,0,0,4,2001,0
9573,"Alexander Polushin",18,75,212,44,13,5,18,16,5,8,0,R,0,0,0,0,4,2001,0
9574,"Ilya Krikunov",18,71,179,61,18,24,42,38,-1,52,0,L,0,0,0,0,2,2002,0
9575,"Igor Ignatushkin",18,72,194,60,5,16,21,28,-12,80,0,C,0,0,0,0,2,2002,0
9576,"Konstantin Korneyev",18,71,194,38,11,26,37,44,12,34,0,D,2,0,0,2,4,2002,0
9577,"Alexei Shkotov",18,70,183,64,24,18,42,54,-6,21,0,R,0,0,0,0,2,2002,0
9578,"Sergei Anshakov",18,75,203,50,22,15,37,10,32,8,0,L,7,3,3,0,5,2002,0
9587,"Vitali Anikeyenko",18,75,198,64,4,12,16,74,0,11,0,D,0,0,0,0,1,2005,0
9588,"Denis Parshin",18,70,154,61,14,23,37,32,4,16,0,L,0,0,0,0,5,2004,0
9591,"Igor Makarov",19,73,203,47,14,15,29,34,5,20,4,R,17,3,7,20,5,2006,0
9592,"Alexander Bumagin",19,72,190,40,9,12,21,28,-1,236,3,L,8,0,3,4,3,2006,0
9594,"Dmitri Kirilenko",20,71,196,44,7,9,16,28,5,58,0,R,0,0,0,0,4,1999,0
9597,"Alexander Ryazantsev",18,72,225,59,12,18,30,48,1,8,0,D,0,0,0,0,4,1998,0
9598,"Yevgeni Muratov",19,69,176,44,17,11,28,8,8,211,0,R,9,0,0,2,4,2000,0
9599,"Anton But",18,74,214,28,5,3,8,16,1,23,0,L,0,0,0,0,4,1998,0
9601,"Alexander Buturlin",18,72,198,24,4,3,7,47,-1,4,0,R,3,1,1,2,2,1999,0
9603,"Dmitri Vorobyov",19,74,243,33,2,1,3,16,3,29,0,D,4,0,0,4,2,2004,0
9605,"Ivan Rachunek",18,69,176,51,39,25,64,12,-1,87,0,L,0,0,0,0,2,1999,0
9606,"Petr Puncochar",18,72,207,46,9,8,17,18,-6,45,0,D,0,0,0,0,2,2001,0
9610,"Ondrej Nemec",18,72,203,87,12,22,34,218,16,14,0,D,8,0,0,16,5,2002,0
9614,"Jakub Koreis",18,75,216,73,18,16,34,54,2,10,0,C,0,0,0,0,4,2002,0
9619,"Jaroslav Mrazek",18,75,220,55,3,7,10,52,5,85,0,D,1,0,0,0,2,2004,0
9620,"Roman Psurny",18,73,187,80,27,41,68,140,8,53,0,C,5,0,0,2,5,2004,0
9623,"Tomas Pospisil",18,72,185,71,21,23,44,56,-7,13,1,R,5,4,5,27,3,2005,0
9624,"Jakub Vojta",18,73,196,45,3,7,10,50,21,3,1,D,8,1,2,8,1,2005,0
9625,"Ondrej Fiala",19,72,190,54,22,14,36,53,4,14,4,C,8,4,8,4,5,2006,0
9636,"Rene Vydareny",18,73,214,69,5,13,18,73,6,12,0,D,2,0,0,2,4,1999,0
9637,"Luca Cereda",18,74,203,54,13,21,34,48,0,14,6,C,15,0,6,4,3,1999,0
9638,"Sven Helfenstein",18,70,176,56,13,13,26,36,2,15,1,L,9,0,1,0,4,2000,0
9640,"Patrik Bartschi",18,70,196,49,21,17,38,18,2,30,4,R,13,5,9,4,4,2002,0
9644,"Igor Pohanka",18,75,212,76,18,36,54,28,-28,36,0,C,0,0,0,0,2,2001,0
9655,"Peter Guggisberg",19,71,192,44,14,11,25,0,3,42,0,R,6,0,0,4,5,2004,0
9661,"Ondrej Otcenas",18,73,201,6,4,1,5,10,2,250,0,C,0,0,0,0,2,2005,0
9665,"Roman Kukumberg",24,73,198,60,16,20,36,95,38,232,8,C,11,4,12,14,5,2004,0
10246,"Harri Ilvonen",19,74,194,56,9,23,32,52,10,21,2,D,10,0,2,22,5,2007,0
10298,"David Bararuk",19,72,174,72,33,29,62,31,10,120,2,C,12,3,5,0,1,2002,0
10333,"Anthony Aquino",19,70,203,38,17,25,42,22,-7,77,0,R,0,0,0,0,2,2001,0
10410,"Scott Kelman",18,75,216,66,19,54,73,95,0,6,3,C,11,4,7,37,1,1999,0
10412,"Kevin Estrada",19,71,196,59,34,84,118,65,0,138,0,L,0,0,0,0,3,2001,0
10415,"Neil Petruic",19,73,201,68,18,24,42,123,0,127,0,D,0,0,0,0,3,2001,0
10422,"Cory Pecker",18,72,198,68,25,34,59,24,20,69,2,R,5,1,3,2,1,1999,0
10423,"Paul Cabana",20,72,203,52,48,32,80,121,0,92,0,R,0,0,0,0,3,1998,0
10433,"Patrick Mcneill",18,72,201,66,7,26,33,31,-29,75,0,D,0,0,0,0,3,2005,0
10434,"Codey Burki",19,72,190,70,27,34,61,69,5,18,3,C,6,0,3,2,5,2006,0
10436,"Angelo Esposito",18,73,181,66,30,55,85,63,12,8,3,C,5,4,7,2,1,2007,0
10459,"Sean Zimmerman",18,74,201,71,2,14,16,36,4,124,0,D,0,0,0,0,5,2005,0
10476,"David Kuchejda",18,70,196,50,15,30,45,148,20,250,1,R,2,1,2,2,5,2005,0
10490,"Anton Krysanov",18,75,203,34,7,10,17,16,-4,9,0,C,0,0,0,0,1,2005,0
10496,"Pavel Valentenko",19,74,234,60,11,20,31,197,0,138,0,D,0,0,0,0,4,2006,0
10503,"Grant Potulny",20,75,205,56,25,30,55,85,0,186,4,C,10,3,7,4,3,2000,0
10604,"Lukas Vantuch",18,77,220,53,17,20,37,66,14,19,3,C,5,0,3,12,5,2005,0
10608,"Marek Bartanus",18,75,218,65,17,16,33,103,-2,16,1,L,8,1,2,16,3,2005,0
10610,"Tomas Zaborsky",19,73,201,51,39,23,62,22,-1,85,5,L,7,10,15,2,3,2006,0
10612,"Philip Gogulla",18,74,192,56,2,3,5,18,-5,250,2,L,9,0,2,29,2,2005,0
10613,"Felix Schutz",19,71,196,86,26,44,70,75,-7,220,0,C,0,0,0,0,3,2006,0
10616,"Juraj Simek",19,72,196,59,22,46,68,208,-1,19,0,R,0,0,0,0,3,2006,0
10626,"Alexei Cherepanov",18,73,183,83,42,26,68,67,24,1,4,R,10,3,7,0,1,2007,0
10631,"Dan Spang",19,72,203,6,9,8,17,14,0,62,0,D,0,0,0,0,3,2002,0
10635,"Michal Macho",18,73,198,12,2,5,7,6,1,95,0,C,0,0,0,0,4,2000,0
10637,"Ashton Rome",21,73,203,65,30,34,64,130,5,224,0,R,0,0,0,0,5,2006,0
10640,"Tom Walsh",19,72,201,0,0,0,0,0,0,120,0,D,0,0,0,0,3,2002,0
10641,"John Laliberte",19,74,190,35,39,44,83,60,0,105,0,L,0,0,0,0,3,2002,0
10656,"Keith Seabrook",18,72,198,57,10,24,34,81,0,236,0,D,0,0,0,0,4,2006,0
10657,"Maxime Lacroix",19,72,194,70,25,22,47,79,29,222,5,C,23,7,12,21,5,2006,0
10676,"John De Gray",18,76,216,68,0,10,10,103,10,68,0,D,11,0,0,8,2,2006,0
10689,"Nathan Barrett",19,72,190,72,44,38,82,38,-5,85,0,C,0,0,0,0,2,2000,0
10698,"Dan Ryder",18,71,194,68,29,53,82,55,27,40,3,C,14,9,12,10,5,2005,0
10722,"Martin Bartek",18,72,223,73,24,40,64,76,-7,92,0,R,0,0,0,0,2,1998,0
10836,"Ahren Spylo",19,75,225,52,19,11,30,100,8,120,1,L,9,4,5,23,1,2002,0
10840,"Yorick Treille",19,75,196,37,10,12,22,34,0,93,0,R,0,0,0,0,3,1999,0
10847,"Viktor Hubl",23,72,179,74,21,32,53,34,23,176,2,C,11,0,2,6,5,2001,0
10854,"Libor Ustrnul",18,78,265,68,0,15,15,208,24,17,3,D,23,0,3,29,5,2000,0
10870,"Zbynek Irgl",20,72,194,55,9,6,15,18,-15,68,0,R,0,0,0,0,2,2000,0
10877,"Alex Bourret",19,70,205,65,31,55,86,172,27,17,8,R,8,6,14,25,5,2005,0
10884,"Christian Larrivee",18,75,214,69,8,15,23,18,0,138,0,C,0,0,0,0,3,2000,0
10900,"James Desmarais",20,70,174,66,62,73,135,127,44,192,7,C,11,6,13,14,1,1999,0
10902,"Luca Cunti",18,73,192,68,30,23,53,60,13,12,7,C,10,4,11,10,1,2007,0
10909,"Jay Barriball",19,69,170,33,33,45,78,2,8,236,1,L,5,2,3,0,5,2006,0
11035,"Ryan Lannon",20,74,220,34,0,2,2,38,0,120,0,D,0,0,0,0,3,2002,0
11048,"Marc-Andre Thinel",18,72,187,67,45,58,103,16,-1,32,3,R,6,5,8,4,5,1999,0
11052,"Mark Santorelli",19,73,187,72,29,53,82,46,-5,210,3,R,5,2,5,2,3,2007,0
11054,"Kyle Beach",18,75,209,60,27,33,60,222,-4,4,0,L,4,0,0,4,1,2008,0
11058,"Mitch Fadden",19,72,201,71,36,48,84,54,9,51,0,C,0,0,0,0,5,2007,0
11059,"Riley Holzapfel",18,72,190,64,19,38,57,46,35,37,9,C,22,7,16,20,5,2006,0
11099,"Nick Ross",18,73,207,70,7,24,31,87,11,18,5,D,10,1,6,14,5,2007,0
11102,"Mitch Wahl",18,72,205,67,20,53,73,63,33,37,8,C,21,6,14,20,5,2008,0
11103,"Ondrej Roman",18,71,185,86,9,57,66,44,2,160,4,C,6,1,5,0,5,2007,0
11106,"Bobby Hughes",19,71,181,56,35,40,75,47,9,25,1,C,6,1,2,4,5,2006,0
11114,"Harrison Reed",18,73,187,68,26,24,50,50,-31,71,0,R,0,0,0,0,3,2006,0
11128,"Maxim Grachyov",19,71,203,70,35,42,77,88,-7,46,0,L,0,0,0,0,3,2007,0
11129,"Maxime Tanguay",19,71,176,54,24,36,60,32,-14,60,0,C,0,0,0,0,3,2007,0
11233,"James Delory",18,72,212,67,6,26,32,136,-22,73,0,D,0,0,0,0,3,2006,0
11234,"Trevor Koverko",18,72,205,66,1,12,13,83,17,101,2,D,8,0,2,2,5,2005,0
11237,"Ryan Pottruff",18,72,225,51,3,5,8,48,9,211,0,D,15,0,0,6,2,2004,0
11239,"Corey Syvret",18,74,216,61,5,11,16,61,-11,210,0,D,4,0,0,2,3,2007,0
11241,"Anthony Nigro",18,71,190,67,24,24,48,65,1,76,3,C,10,2,5,7,5,2008,0
11244,"Bryan Cameron",18,71,185,60,33,25,58,50,-6,43,8,C,15,4,12,15,3,2007,0
11250,"Aaron Snow",18,72,198,68,30,38,68,107,11,79,4,L,11,4,8,22,5,2006,0
11252,"Dalyn Flatt",19,75,214,72,1,18,19,237,36,67,0,D,4,0,0,12,5,2005,0
11256,"John Seymour",18,75,176,63,1,4,5,64,0,250,0,L,6,0,0,0,2,2005,0
11308,"Max Gordichuk",18,78,216,70,0,8,8,54,8,70,1,D,5,0,1,6,2,2004,0
11309,"Bobby Bolt",18,76,218,67,11,14,25,92,-2,153,0,L,0,0,0,0,3,2005,0
11320,"Devin Didiomete",18,71,205,60,15,21,36,202,0,161,4,L,10,0,4,26,4,2006,0
11324,"Tyler Haskins",18,73,194,63,18,27,45,32,18,46,4,C,18,5,9,10,5,2004,0
11326,"Trevor Kell",18,72,183,62,9,14,23,48,15,150,8,R,15,7,15,14,5,2004,0
11327,"Nick Tuzzolino",19,78,225,67,2,20,22,128,-30,131,0,D,0,0,0,0,3,2005,0
11351,"Gino Pisellini",18,72,209,68,15,15,30,214,4,112,3,R,9,0,3,23,5,2004,0
11391,"Olivier Fortier",18,71,168,75,28,37,65,28,-9,44,0,C,0,0,0,0,3,2007,0
11401,"Zack Torquato",18,72,194,71,30,42,72,95,-25,61,0,C,0,0,0,0,3,2007,0
11402,"Keven Veilleux",18,77,214,72,20,36,56,53,-6,33,5,C,6,1,6,4,3,2007,0
11413,"Nick Sucharski",19,73,176,36,2,5,7,18,-2,140,0,L,0,0,0,0,2,2006,0
11418,"Darin Olver",19,71,183,41,13,21,34,26,-3,120,0,C,0,0,0,0,3,2004,0
11430,"Brock Bradford",18,69,168,60,24,33,57,16,10,184,1,C,5,0,1,0,5,2005,0
11439,"Nick Dodge",20,70,176,38,16,25,41,72,11,236,0,R,0,0,0,0,5,2006,0
11444,"Tyler Ruegsegger",18,71,192,60,38,51,89,70,0,148,0,C,0,0,0,0,4,2006,0
11454,"Joe Rullier",18,75,231,55,1,10,11,176,0,92,4,D,16,1,5,34,3,1998,0
11459,"Theo Ruth",18,72,205,55,8,18,26,78,7,32,0,D,0,0,0,0,5,2007,0
11464,"Matt Rust",18,69,194,55,14,19,33,83,3,167,0,C,0,0,0,0,5,2007,0
11465,"Vinny Saponari",18,72,196,65,13,29,42,82,14,122,0,R,0,0,0,0,5,2008,0
11467,"C.J. Severyn",18,73,185,55,8,11,19,54,3,105,0,L,0,0,0,0,5,2007,0
11468,"Justin Vaive",18,76,209,56,11,9,20,71,1,184,0,L,0,0,0,0,5,2007,0
11470,"Patrick White",18,73,190,36,22,28,50,26,10,23,0,C,0,0,0,0,5,2007,0
11474,"Logan Stephenson",18,75,205,69,3,8,11,112,2,35,1,D,11,1,2,10,2,2004,0
11489,"Dominic D'Amour",18,75,220,68,5,5,10,225,-8,56,3,D,12,0,3,32,5,2002,0
11492,"Jason Pitton",18,74,194,67,9,11,20,37,-11,94,0,L,0,0,0,0,3,2004,0
11495,"Sergei Ogorodnikov",18,72,185,27,11,3,14,18,5,11,0,C,0,0,0,0,1,2004,0
11498,"Brian Sipotz",20,78,212,32,0,1,1,48,-2,75,0,D,0,0,0,0,2,2001,0
11501,"Brad Schell",18,72,190,70,20,36,56,16,-4,29,8,C,11,0,8,6,5,2002,0
11515,"Matt Demarchi",19,75,190,39,1,6,7,82,0,28,0,D,0,0,0,0,3,2000,0
11517,"Vadim Khomitsky",18,73,198,35,1,1,2,57,0,211,0,D,0,0,0,0,3,2000,0
11524,"Mark Tobin",19,75,214,69,22,16,38,112,6,85,1,C,9,4,5,12,5,2004,0
11526,"Eric Neilson",20,74,205,50,4,11,15,194,-4,232,0,R,9,0,0,28,3,2004,0
11528,"Clayton Barthel",18,75,205,72,3,14,17,125,13,53,0,D,0,0,0,0,5,2004,0
11529,"Scott May",20,70,187,40,12,17,29,42,0,120,0,C,0,0,0,0,3,2002,0
11530,"Brock Hooton",19,74,183,60,34,50,84,33,0,118,0,C,0,0,0,0,3,2002,0
11533,"Stephane Goulet",18,75,207,54,6,8,14,14,-14,232,0,R,5,0,0,2,3,2004,0
11534,"Tyler Spurgeon",18,71,190,49,8,16,24,24,7,232,5,C,17,4,9,9,5,2004,0
11547,"Carl Mallette",19,73,194,69,49,76,125,97,3,37,3,C,6,6,9,28,1,2000,0
11553,"Ryan Maki",20,75,212,30,10,9,19,20,0,250,0,R,0,0,0,0,4,2005,0
11562,"Jekabs Redlihs",20,74,190,90,12,28,40,69,2,113,0,D,0,0,0,0,4,2002,0
11584,"Luke Fritshaw",18,76,207,64,0,17,17,69,15,120,0,D,0,0,0,0,4,2002,0
11586,"Riley Emmerson",19,80,249,40,1,0,1,63,-4,250,0,L,0,0,0,0,2,2005,0
11590,"Casey Pierro-Zabotel",19,74,207,55,51,65,116,42,0,75,3,C,7,8,11,13,4,2007,0
11593,"Wacey Rabbit",19,70,181,70,22,45,67,70,23,62,2,C,4,1,3,0,5,2005,0
11594,"J.D. Watt",18,74,214,66,6,7,13,213,-16,141,1,R,6,0,1,12,3,2005,0
11595,"A.J. Thelen",18,75,212,41,11,18,29,50,16,11,0,D,0,0,0,0,1,2004,0
11600,"T.J. Fast",18,72,185,58,8,28,36,40,0,119,0,D,0,0,0,0,4,2005,0
11601,"Aaron Boogaard",18,75,220,35,3,2,5,57,1,232,0,R,6,0,0,8,2,2004,0
11605,"Roman Teslyuk",18,73,212,70,5,9,14,118,-6,26,1,D,5,0,1,2,3,2004,0
11607,"Joel Broda",19,72,196,73,30,23,53,74,-1,58,1,C,6,1,2,0,3,2008,0
11610,"Jared Newman",18,74,198,50,1,15,16,123,11,55,5,D,23,0,5,34,5,2000,0
11616,"Bretton Stamler",18,73,207,72,4,9,13,106,4,85,0,D,1,0,0,0,5,2005,0
11634,"Jason Lynch",18,76,214,67,1,4,5,78,-13,195,0,D,0,0,0,0,2,2005,0
11639,"Jared Walker",18,75,192,67,11,8,19,34,-5,124,2,L,19,1,3,18,3,2004,0
11640,"Jesse Dudas",18,74,216,24,0,11,11,27,2,53,0,D,0,0,0,0,2,2006,0
11642,"Evan Fuller",18,74,192,56,2,5,7,87,-6,236,0,C,5,0,0,7,2,2006,0
11645,"Jeff May",18,74,201,67,3,19,22,66,2,53,3,D,17,2,5,13,5,2005,0
11646,"John Flatters",18,73,174,53,0,2,2,117,-13,170,0,D,7,0,0,2,2,2005,0
11648,"Lukas Zeliska",18,72,212,36,9,4,13,91,-3,40,1,C,7,4,5,22,3,2006,0
11650,"Mike Gauthier",18,75,185,40,2,1,3,93,-10,86,0,D,13,0,0,18,2,2005,0
11655,"Cameron Cepek",18,74,181,21,2,8,10,71,5,83,1,D,12,0,1,10,2,2006,0
11658,"Brady Calla",18,72,190,66,8,25,33,52,7,28,2,R,11,1,3,4,5,2006,0
11662,"Jordan Knackstedt",19,75,201,72,23,33,56,98,19,98,0,R,0,0,0,0,5,2007,0
11669,"Jordan Bendfeld",20,75,245,72,6,19,25,160,8,203,2,D,5,0,2,2,5,2008,0
11670,"Gord Baldwin",18,77,198,66,3,8,11,73,13,241,2,D,13,2,4,8,2,2005,0
11671,"Kris Hogg",18,71,179,72,24,14,38,79,23,114,1,L,5,0,1,6,5,2004,0
11673,"Ben Wright",18,74,196,55,5,13,18,79,-2,59,5,D,6,3,8,12,3,2006,0
11674,"Kyle Bailey",19,74,192,67,11,22,33,116,1,152,2,C,7,0,2,11,5,2005,0
11694,"Moises Gutierrez",18,76,227,71,7,12,19,107,3,166,0,R,5,1,1,6,5,2004,0
11695,"Taylor Ellington",19,74,209,60,5,8,13,65,5,39,0,D,6,1,1,2,5,2007,0
11696,"Dane Crowley",19,74,209,71,1,20,21,149,-15,232,2,D,4,0,2,23,3,2006,0
11717,"Sean Collins",19,69,170,40,20,25,45,4,0,91,0,C,0,0,0,0,3,2002,0
11718,"Ned Havern",20,77,201,38,6,6,12,10,-12,120,0,L,0,0,0,0,2,2002,0
11726,"Andrew Archer",18,76,194,52,0,2,2,63,0,54,0,D,4,0,0,4,1,2001,0
11730,"Ryan Glenn",20,73,198,42,19,40,59,54,0,162,0,D,0,0,0,0,3,2000,0
11757,"Trevor Byrne",19,75,201,25,9,19,28,22,0,63,0,D,0,0,0,0,3,1999,0
11761,"Eric Himelfarb",18,69,170,49,31,44,75,48,-1,84,7,C,4,1,8,4,1,2001,0
11822,"Kevin Baker",20,72,192,68,44,37,81,66,32,192,5,R,12,12,17,12,5,1999,0
11844,"Jerome Flaake",18,75,203,87,41,54,95,90,5,22,4,R,4,2,6,41,5,2008,0
11845,"Denis Reul",18,76,243,70,11,23,34,112,-2,16,1,D,6,0,1,16,3,2007,0
11861,"Maxim Goncharov",18,75,212,47,2,3,5,50,-2,9,0,D,5,0,0,2,1,2007,0
11864,"Sergei Korostin",18,70,176,53,38,34,72,56,2,8,0,R,0,0,0,0,1,2007,0
11865,"Dmitri Kugryshev",18,71,192,39,28,29,57,68,5,10,6,R,7,5,11,6,1,2008,0
11870,"Kirill Petrov",18,75,234,53,15,19,34,60,4,2,1,R,8,1,2,0,1,2008,0
11881,"Jonathan Paiement",19,73,201,68,13,52,65,140,0,232,2,D,7,0,2,10,4,2004,0
11884,"Andrew Orpik",19,75,201,31,8,12,20,24,0,250,0,D,0,0,0,0,4,2005,0
11912,"Mike Morris",19,73,185,31,29,29,58,26,0,57,0,R,0,0,0,0,3,2002,0
11920,"Luke Beaverson",20,76,207,57,1,6,7,141,-8,232,0,D,0,0,0,0,2,2004,0
11984,"David Fischer",18,76,203,28,8,31,39,22,0,29,0,D,0,0,0,0,4,2006,0
11985,"Bryce Swan",19,74,190,34,14,11,25,54,-8,17,5,R,11,2,7,8,3,2006,0
12018,"Tim Konsorada",18,73,207,71,17,28,45,36,-1,49,11,R,19,2,13,8,1,2002,0
12019,"Joe Cullen",19,73,209,29,4,5,9,30,0,79,0,C,0,0,0,0,3,2000,0
12026,"Justin Keller",18,71,192,72,25,21,46,44,16,132,5,L,17,4,9,18,5,2004,0
12028,"Dan Cavanaugh",19,74,196,36,6,8,14,60,1,54,0,C,0,0,0,0,4,1999,0
12030,"Stephen Baby",19,77,229,55,23,24,47,83,0,192,1,R,6,1,2,4,3,1999,0
12033,"John Adams",20,74,187,25,0,5,5,20,14,63,0,D,0,0,0,0,4,2002,0
12036,"P.J. Atherton",20,74,190,54,7,22,29,101,0,114,0,D,8,0,0,14,3,2002,0
12039,"Brandon Elliott",20,76,227,55,7,19,26,237,1,232,0,D,13,0,0,32,5,2004,0
12041,"Geoff Waugh",19,76,216,62,4,21,25,125,0,110,8,D,18,0,8,59,3,2002,0
12044,"Alexandre Rouleau",18,73,192,70,8,17,25,124,16,135,0,D,21,1,1,46,5,2001,0
12048,"Lance Monych",18,74,203,71,18,30,48,96,2,27,3,C,19,4,7,20,4,2002,0
12079,"Jake Brenk",19,74,196,0,0,0,0,0,0,106,0,C,0,0,0,0,3,2001,0
12113,"Dale Mitchell",18,69,205,67,43,37,80,81,3,45,4,R,9,1,5,12,5,2007,0
12114,"Vaclav Meidl",18,76,225,67,14,28,42,108,1,28,3,C,9,0,3,4,5,2004,0
12119,"Pierre-Luc Lessard",18,72,179,55,7,25,32,38,7,67,10,D,17,2,12,12,5,2006,0
12120,"Chris Doyle",18,72,194,63,27,36,63,81,-18,80,5,C,4,1,6,6,3,2008,0
12131,"Kevin Cormier",18,75,236,43,3,2,5,240,1,232,0,L,0,0,0,0,2,2004,0
12160,"Benjamin Breault",18,70,190,68,30,38,68,60,-20,57,2,C,4,0,2,4,3,2006,0
12162,"Charles-Antoine Messier",19,71,165,69,27,21,48,67,15,83,3,C,11,0,3,14,5,2007,0
12166,"Jean-Claude Sawyer",18,75,194,56,5,13,18,48,14,163,0,D,2,0,0,2,5,2004,0
12170,"Jean-Simon Allard",18,73,181,69,12,38,50,47,-30,54,1,C,4,0,1,4,3,2007,0
12171,"Matt Fillier",19,72,174,63,18,18,36,118,-28,49,1,L,4,0,1,2,3,2007,0
12176,"Blake Kessel",18,74,209,59,11,27,38,38,12,99,5,D,9,1,6,8,5,2007,0
12183,"Jesse Martin",18,72,170,40,15,29,44,122,0,236,0,C,0,0,0,0,4,2006,0
12191,"Sergei Kolosov",18,76,203,60,2,7,9,66,-3,82,2,D,9,1,3,10,2,2004,0
12208,"Robby Dee",18,73,183,28,49,38,87,14,0,60,0,C,0,0,0,0,4,2005,0
12210,"Peter Podhradsky",21,74,203,49,4,12,16,77,-4,211,0,D,8,1,1,2,2,2000,0
12230,"Andrei Mikhnov",19,79,214,67,14,18,32,43,-14,77,0,C,0,0,0,0,2,2002,0
12232,"Denis Kazionov",19,74,214,57,4,13,17,46,1,23,0,L,3,0,0,0,5,2006,0
12233,"Dmitri Kazionov",18,75,205,17,1,2,3,4,1,35,0,C,0,0,0,0,4,2002,0
12235,"Mikhail Tyulyapkin",18,74,240,35,1,6,7,54,0,100,0,D,0,0,0,0,3,2002,0
12237,"Krisjanis Redlihs",21,74,176,77,2,13,15,26,-1,120,2,D,3,2,4,0,2,2002,0
12248,"Sergei Kukushkin",19,75,194,59,7,15,22,44,1,232,0,L,10,0,0,6,5,2004,0
12249,"Ivan Nepryayev",18,74,187,43,9,14,23,38,0,211,0,C,0,0,0,0,3,2000,0
12251,"Andrei Plekhanov",18,74,201,0,0,0,0,0,0,111,0,D,0,0,0,0,2,2004,0
12255,"Martin Richter",23,72,198,58,1,12,13,84,-9,211,0,D,0,0,0,0,2,2000,0
12256,"Justin Krueger",20,75,216,71,7,18,25,33,3,236,0,D,0,0,0,0,5,2006,0
12258,"Kyell Henegan",19,75,205,68,3,4,7,200,11,192,1,D,10,0,1,38,2,2006,0
12259,"Matt Marquardt",19,74,223,68,16,9,25,69,-4,186,3,L,20,5,8,12,3,2006,0
12261,"Chris Frank",20,73,229,38,2,2,4,127,-19,236,0,D,0,0,0,0,2,2006,0
12263,"Troy Mattila",18,74,185,54,14,22,36,13,0,236,1,L,4,0,1,2,4,2006,0
12264,"Kevin Koopman",18,75,205,46,15,25,40,73,0,236,6,D,15,7,13,10,4,2006,0
