Overall,Round,Player,Nat.,Pos,Draft Year
195,7,Johan Alcen,SCN,F,2007
195,7,Joe Vitale,US,C,2005
196,7,Joel Scherban,CA,C,1998
196,7,Petri Kontiola,SCN,C,2004
196,7,Benn Ferriero,US,C,2006
196,7,Zac Larraza,US,F,2011
197,7,Brad Twordik,CA,C,1998
197,6,Jimmy Cuddihy,CA,C,2002
197,7,Andrew Gordon,CA,F,2004
197,7,Evan Fuller,CA,F,2006
197,7,Kyle Neuber,CA,F,2009
197,6,Zbynek Irgl,EU,C,2000
197,7,Mark Goggin,US,C,2008
197,7,Luke Moffatt,US,C,2010
197,7,Brad Navin,US,C,2011
198,7,Travis Eagles,CA,F,1999
198,7,Ken Magowan,CA,F,2000
198,7,Shay Stephenson,CA,F,2003
198,7,Danny Hobbs,CA,C,2007
198,7,Ivan Kolozvary,EU,C,2001
198,7,Denis Kazionov,RU,F,2006
198,7,Joonas Rask,SCN,C,2010
198,7,Nic Dowd,US,C,2009
199,7,Brian Passmore,CA,C,2000
199,7,Riley Emmerson,CA,F,2005
199,7,Emil Sandin,SCN,F,2008
199,7,Hampus Melen,SCN,F,2013
199,7,Erik Jensen,US,F,1998
199,7,Greg Mauldin,US,C,2002
199,7,Chad Kolarik,US,C,2004
199,7,Andrew Glass,US,F,2007
199,7,Michael Cichy,US,C,2009
199,7,Alex Broadhurst,US,C,2011
200,7,Matt Schneider,CA,C,2004
200,7,Carson McMillan,CA,F,2007
200,7,Pavel Kasparik,EU,C,1999
200,7,Denis Yachmenev,RU,F,2002
200,7,Sergei Kostitsyn,RU,F,2005
200,7,Janne Jokila,SCN,F,2000
200,7,Toni Koivisto,SCN,F,2001
200,7,Michael Schumacher,SCN,F,2011
200,7,Rasmus Bodin,SCN,F,2012
200,7,Scott Perry,US,C,1998
200,7,Nathan Condon,US,C,2008
200,7,Chris Crane,US,F,2010
201,8,Craig Murray,CA,C,1998
201,7,Mathieu Brunelle,CA,F,2002
201,7,Jonathan Tremblay,CA,F,2003
201,7,Gaelan Patterson,CA,C,2009
201,7,Matthew Peca,CA,C,2011
201,7,Yevgeny Fedorov,RU,C,2000
201,7,Mikko Ruutu,SCN,F,1999
201,7,Jani Lajunen,SCN,C,2008
201,7,Colin FitzRandolph,US,C,2001
201,7,Jacob Jackson,US,C,2013
202,7,Derek Boogaard,CA,F,2001
202,7,Kellen Jones,CA,F,2010
202,7,Brent Andrews,CA,F,2011
202,8,Martin Bartek,EU,C,1998
202,7,Patrik Baertschi,EU,C,2002
202,7,David Kuchejda,EU,F,2005
202,7,Nikita Gusev,RU,F,2012
202,7,Andreas Johnson,SCN,F,2013
202,7,John McCarthy,US,F,2006
202,7,Max Tardy,US,C,2009
203,8,Ian Jacobs,CA,F,1998
203,7,Frazer McLaren,CA,F,2007
203,7,Denis Loginov,RU,C,2003
203,7,Adam Hobson,SCN,C,2005
203,7,Jay Barriball,US,F,2006
203,7,Jordan Samuels-Thomas,US,F,2009
203,7,Christian Isackson,US,F,2010
204,7,Tom Kostopoulos,CA,F,1999
204,7,Chris Berti,CA,C,2000
204,7,Colin Greening,CA,F,2005
204,7,Stefan Della Rovere,CA,F,2008
204,7,Raffaele Sannitz,EU,C,2001
204,7,Lukas Zeliska,EU,C,2006
204,7,Mauro Jorg,EU,F,2010
204,7,Niklas Eckerblom,SCN,C,2002
204,7,Linus Videll,SCN,F,2003
204,7,Miikka Tuomainen,SCN,F,2004
204,8,Greg Mischler,US,C,1998
204,7,Ryan Dzingel,US,C,2011
204,7,Judd Peterson,US,C,2012
205,8,David Bernier,CA,C,1998
205,7,J.F. Dufort,CA,F,2002
205,7,Jean-Sebastien Berube,CA,F,2008
205,7,Benjamin Casavant,CA,F,2009
205,7,Mario Bliznak,EU,C,2005
205,7,Andrei Popov,RU,F,2006
205,7,Joe Pavelski,US,C,2003
205,7,Mike Curry,US,F,2004
205,7,Colton Hargrove,US,F,2012
206,7,Bret DeCecco,CA,F,1999
206,7,David Van Der Gulik,CA,F,2002
206,7,Thomas Bellemare,CA,F,2003
206,7,Dan Gendur,CA,F,2007
206,7,Ben Sexton,CA,C,2009
206,7,Derek Mathers,CA,F,2011
206,7,Tyrel Seaman,CA,C,2012
206,7,Petr Preucil,EU,C,2001
206,7,Tim Eriksson,SCN,C,2000
206,7,Viktor Sjodin,SCN,F,2006
206,7,Patrick Johnson,US,F,2008
207,7,Greg Barber,CA,F,1999
207,7,Mark Mancari,CA,F,2004
207,7,Myles Stoesz,CA,F,2005
207,7,Benjamin Breault,CA,C,2006
207,7,Emil Galimov,RU,F,2013
207,8,Johan Witehall,SCN,F,1998
207,7,John Westin,SCN,F,2010
207,7,Matthew Beattie,US,F,2012
208,7,Brandon Reid,CA,C,2000
208,7,Randall Gelech,CA,C,2003
208,7,Stephane Goulet,CA,F,2004
208,7,Riley Boychuk,CA,F,2010
208,8,Jaroslav Svoboda,EU,F,1998
208,7,Vaclav Pletka,EU,F,1999
208,7,Ondrej Palat,EU,F,2011
209,7,Layne Ulmer,CA,C,1999
209,7,David Gilbert,CA,C,2009
209,7,Brendan Ranford,CA,F,2010
209,7,Scott Wilson,CA,F,2011
209,7,Troy Josephs,CA,C,2013
209,7,Stanislav Balan,EU,C,2004
209,7,Joni Lindlof,SCN,F,2002
210,7,Luciano Aquino,CA,C,2005
210,7,Justin Courtnall,CA,F,2007
210,7,Mitchell Dempsey,CA,F,2013
210,7,Henrik Zetterberg,SCN,F,1999
210,7,John Eichelberger,US,C,2000
211,8,Mark Kosick,CA,C,1998
211,7,Ryan Russell,CA,C,2005
211,7,David Fredriksson,SCN,F,2004
211,7,Jesper Samuelsson,SCN,C,2008
211,7,Joe Cullen,US,C,2000
211,7,Patrick Murphy,US,F,2002
211,7,Erik Condra,US,F,2006
211,7,Trent Vogelhuber,US,F,2007
212,7,Jason King,CA,C,2001
212,7,Jonathan Ferland,CA,F,2002
212,7,Radim Vrbata,EU,F,1999
212,7,Magnus Kahnberg,SCN,F,2000
212,7,Pat Brosnihan,US,F,2005
213,7,Alexandre Giroux,CA,F,1999
213,7,Vasily Bizyayev,RU,F,2000
214,8,Justin Hansen,CA,F,1998
214,7,Marc-Andre Roy,CA,F,2002
214,7,Kyle Brodziak,CA,C,2003
214,7,Troy Brouwer,CA,F,2004
214,7,Peter Bartos,EU,F,2000
214,7,Chris Hartsburg,US,F,1999
215,7,Dan Baum,CA,C,2001
215,7,Matt Clackson,CA,F,2005
216,8,Michael Ryder,CA,F,1998
216,7,Pierre-Luc Letourneau-Leblond,CA,F,2004
216,7,Ladislav Kouba,EU,F,2002
216,7,Kai Hospelt,EU,F,2003
216,7,Oleg Minakov,RU,F,2001
216,8,Erkki Rajamaki,SCN,F,1999
216,7,Jim Abbott,US,F,2000
217,7,Brock Bradford,CA,C,2005
217,8,Jim Henkel,US,C,1998
218,7,Dirk Southern,CA,C,2003
218,7,Alexander Sundstrom,CA,C,2005
218,8,David Moravec,EU,F,1998
218,7,Sergei Kukushkin,RU,C,2004
218,7,Ilkka Pikkarainen,SCN,F,2002
219,8,Curtis Valentine,CA,F,1998
219,7,Dennis Packard,CA,F,2001
219,7,Adam Courchaine,CA,C,2003
219,7,Joe Cooper,CA,F,2004
219,8,Maxim Orlov,RU,C,1999
219,7,Nikolai Lemtyugov,RU,F,2005
219,7,Marco Tuokko,SCN,C,2000
220,7,Jeremy Williams,CA,F,2003
220,7,Matthew Glasser,CA,F,2005
220,8,Mike Farrell,US,F,1998
220,7,Paul Gaustad,US,C,2000
220,7,Dave Moss,US,F,2001
221,8,Colin Hemingway,CA,F,1999
221,7,Evgeny Skachkov,RU,F,2003
221,7,Jonas Johnson,SCN,C,2002
222,7,Scott May,CA,F,2002
222,7,Francois-Pierre Guenette,CA,C,2003
222,7,Jordan Morrison,CA,C,2004
222,8,Lubomir Pistek,EU,F,1998
222,8,George Parros,US,F,1999
223,7,Jared Walker,CA,C,2004
223,8,Sergei Verenikin,RU,F,1998
223,7,Ilja Krikunov,RU,F,2002
223,7,Brandon Bochenski,US,F,2001
224,7,Adam Taylor,CA,C,2002
224,8,David Nystrom,SCN,F,1999
224,7,Antti Miettinen,SCN,F,2000
224,7,Tony Martensson,SCN,C,2001
224,7,Zach Bearson,US,F,2005
225,7,Steven Goertzen,CA,F,2002
225,7,Brett Hemingway,CA,F,2003
225,8,Yevgeny Pastukh,RU,F,1998
225,7,Vladislav Luchkin,RU,C,2000
225,8,Mikko Hyytia,SCN,C,1999
226,7,Steven Covington,CA,F,2004
226,7,John Seymour,CA,F,2005
226,8,Yevgeny Gusakov,RU,F,1999
226,7,Pontus Petterstrom,SCN,F,2001
226,7,Tomas Kollar,SCN,F,2003
226,7,Joey Crabb,US,F,2002
227,7,Guillaume Lefebvre,CA,F,2000
227,7,Ryan Steeves,CA,C,2002
227,7,Jay Rosehill,CA,F,2003
227,7,Marek Svatos,EU,F,2001
227,8,Marko Ahosilta,SCN,C,1998
227,7,Andrew Orpik,US,F,2005
228,8,Mike Bray,CA,F,2001
228,8,Michal Travnicek,EU,F,1998
228,7,Dmitri Utkin,RU,F,2002
228,7,Jimmie Svensson,SCN,C,2000
228,7,Chad Rau,US,C,2005
229,8,Eric Betournay,CA,C,1999
229,7,Brett Lutes,CA,F,2000
229,8,Aaron Voros,CA,C,2001
229,7,Stephen Dixon,CA,C,2003
230,8,Colton Fretter,CA,F,2002
230,8,Petr Tenkrat,EU,F,1999
230,8,Samu Isosalo,SCN,F,2000
230,7,Patric Hornqvist,SCN,F,2005
230,8,Jamie Hoffmann,US,C,2003
231,8,Kyle Bruce,CA,F,2001
231,8,Jaroslav Kracik,EU,F,2002
231,9,Adrian Wichser,SCN,C,1998
231,8,David Evans,US,F,1999
231,8,Peter Zingoni,US,C,2000
231,8,Brian McGuirk,US,F,2004
232,8,Joe Jensen,US,C,2003
233,8,Mathieu Gravel,CA,F,2003
233,9,Pelle Prestberg,SCN,F,1998
233,8,Matt Greer,US,F,2004
234,8,Maxime Talbot,CA,C,2002
234,8,Janis Sprukts,RU,C,2000
235,8,Brad Self,CA,C,1999
235,8,Kaleb Betts,CA,C,2002
236,8,Ryan Bowness,CA,F,2001
236,8,Matt Christie,CA,C,2004
236,8,Alexander Hult,SCN,C,2003
237,8,Shaun Landolt,CA,F,2003
237,8,Mitch Carefoot,CA,C,2004
237,8,Christoph Brandner,EU,F,2002
238,9,Alexandre Couture,CA,F,1998
238,8,Anton Borodkin,RU,F,1999
238,8,Ryan Hollweg,US,C,2001
239,9,Brent McDonald,CA,C,1998
239,8,Brandon Yip,CA,F,2004
239,8,Jake Riddle,US,F,2001
240,8,Cam Cunning,CA,F,2003
240,8,Aaron Gagnon,CA,C,2004
240,8,Petr Prucha,EU,F,2002
240,8,Gustav Grasberg,SCN,C,2001
241,8,Nathan Barrett,CA,C,2000
241,8,Jimmy Bonneau,CA,F,2003
241,9,Maxim Spiridonov,RU,F,1998
242,9,Jason Doyle,CA,F,1998
242,8,Andrew Murray,CA,C,2001
242,8,Tyler Spurgeon,CA,C,2004
242,8,Igor Ignatushkin,RU,C,2002
242,8,Eduard Lewandowski,RU,F,2003
242,8,Justin Dziama,US,F,1999
243,9,Petr Hubacek,EU,C,1998
243,8,Frantisek Lukes,EU,F,2001
243,8,Jan Marek,EU,C,2003
243,8,Tuomas Mikkonen,SCN,F,2002
244,8,Mike Sullivan,CA,C,2003
244,8,Jason Pitton,CA,F,2004
244,9,Toby Petersen,US,C,1998
244,8,Eric Bowen,US,F,2000
244,8,Dwight Helminen,US,C,2002
245,8,Justin Keller,CA,F,2004
245,8,Tomas Micka,EU,F,2002
245,8,Konstantin Mikhailov,RU,C,2001
245,9,Tommi Santala,SCN,C,1999
245,8,Dan Welch,US,F,2000
246,8,Chad Wiseman,CA,F,2000
246,8,Greg Stewart,CA,F,2004
246,9,Rastislav Pavlikovsky,EU,F,1998
246,8,Josef Vavra,EU,F,2002
246,8,Igor Volkov,RU,F,2003
247,9,Darcy Harris,CA,F,1998
247,8,Benoit Mondou,CA,C,2003
247,8,Marek Dubec,EU,F,2001
247,9,Mikko Eloranta,SCN,F,1999
248,9,Darren Haydar,CA,F,1999
248,8,Steve Crampton,CA,F,2000
248,8,Tuukka Pulliainen,SCN,F,2002
249,8,Andrew Joudrey,CA,C,2003
249,9,Edo Terglav,EU,F,1998
249,8,Sami Venalainen,SCN,F,2000
249,8,J.D. Corbin,US,F,2004
250,9,Radek Matejovsky,EU,F,1998
250,8,Flavien Conne,EU,C,2000
250,9,Noah Clarke,US,F,1999
250,8,Nathan Perkovich,US,F,2004
251,9,Blake Evans,CA,C,1998
251,9,Petter Henning,SCN,F,1999
251,8,Ville Hamalainen,SCN,F,2001
251,8,Todd Jackson,US,F,2000
251,8,Jason Kostadine,US,F,2002
251,8,Mathieu Melanson,US,F,2003
251,8,Matthew McIlvane,US,C,2004
252,8,Darryl Bootland,CA,F,2000
252,8,J.F. Soucy,CA,C,2001
252,9,Martin Cibak,EU,C,1998
252,8,Martin Chabada,EU,F,2002
252,8,Jan Steber,EU,C,2004
252,8,Sergei Topol,RU,C,2003
252,9,Dmitri Kirilenko,US,C,1999
253,9,Jerome Marois,CA,F,1999
253,8,Mathew Sommerfeld,CA,F,2000
253,8,Petr Cajanek,EU,F,2001
254,8,Peter Polcik,EU,F,2001
254,9,Alexei Bulatov,RU,F,1999
254,8,Alexander Shinkar,RU,F,2000
254,8,Jarkko Immonen,SCN,C,2002
254,9,Matt Hussey,US,C,1998
255,8,Marco Rosa,CA,C,2001
255,8,Ryan Craig,CA,C,2002
255,8,Raimonds Danilics,RU,F,2003
255,8,Anton Hedman,SCN,C,2004
255,9,John Pohl,US,C,1998
255,9,Brett Henning,US,C,1999
256,8,Darren Reid,CA,F,2002
256,9,Tamas Groschl,EU,F,1999
256,9,Petja Pietilainen,SCN,F,1998
256,8,Gregg Johnson,US,C,2001
256,8,Matthew Ford,US,F,2004
257,9,Ryan Held,CA,C,1998
257,8,Warren McCutcheon,CA,C,2000
257,8,Gennady Stolyarov,RU,F,2004
257,9,Hannes Hyvonen,SCN,F,1999
258,8,Sean McMorrow,CA,F,2000
258,8,Vladimir Kutny,EU,F,2003
258,8,Sergei Shemetov,RU,F,2002
258,9,Brian Gornick,US,C,1999
259,8,Yan Stastny,CA,C,2002
259,9,Brian Ihnacak,CA,C,2004
259,9,Yevgeny Kurilin,RU,C,1999
259,8,Dmitri Bezrukov,RU,F,2001
260,8,Yevgeny Bumagin,RU,C,2000
260,8,Ossi Louhivaara,SCN,F,2003
260,9,Marko Anttila,SCN,F,2004
260,9,Bryan Perez,US,C,2001
261,9,Andrew McPherson,CA,F,1999
261,8,Joey Tenute,CA,C,2003
261,9,Vitali Smolyaninov,RU,F,2001
261,9,Will Engasser,US,F,2004
262,9,Peter Flache,CA,C,2000
262,9,Ryan Rorabeck,CA,C,2003
262,9,Christian Soderstrom,SCN,F,2002
263,9,Matt Moulson,CA,F,2003
263,9,Thomas Ziegler,EU,F,2000
263,9,Sergei Mozyakin,RU,F,2002
263,9,Travis Morin,US,C,2004
264,9,P.A. Parenteau,CA,F,2001
264,9,John Hecimovic,CA,F,2003
264,9,Dmitri Altarev,RU,F,2000
264,9,Valtteri Tenkanen,SCN,C,2004
265,9,Jamie Chamberlain,CA,F,1999
265,9,Dale Sullivan,CA,F,2001
265,9,Tanner Glass,CA,F,2003
265,9,Daniel Winnik,CA,F,2004
266,9,Ken Davis,CA,F,1999
266,9,Louis-Philippe Martin,CA,F,2003
266,9,Viktor Ujcik,EU,F,2001
266,9,Jakub Petruzalek,EU,F,2004
266,9,Sean Kotary,US,C,2000
268,9,Jeff Miles,CA,C,2001
268,9,Lauris Darzins,RU,F,2003
269,9,Rylan Kaip,CA,C,2003
269,9,Konstantin Gorovikov,RU,F,1999
269,9,Juris Stals,RU,F,2001
269,9,Mika Hannula,SCN,F,2002
269,9,Janne Pesonen,SCN,F,2004
270,9,James Desmarais,CA,C,1999
270,9,Grant Jacobsen,CA,C,2001
270,9,Kevin Harvey,CA,F,2003
270,9,Matt Siddall,CA,F,2004
270,9,Rob Flynn,US,F,2002
271,9,Reto Von Arx,EU,C,2000
272,9,Tim Smith,CA,C,2000
272,9,Kyle Wilson,CA,C,2004
272,9,Patric Blomdahl,SCN,F,2002
273,9,Dylan Hunter,CA,F,2004
273,9,Roman Simicek,EU,C,2000
273,9,Albert Vishnyakov,RU,F,2003
273,9,Ned Havern,US,F,2002
274,9,Yevgeny Muratov,RU,F,2000
274,9,Fredrik Johansson,SCN,C,2002
274,9,Marty Guerin,US,F,2003
276,9,Troy Ferguson,CA,F,2000
276,9,Mike Knoepfli,CA,F,2001
276,9,Carter Lee,US,F,2003
277,9,Ryan Courtney,CA,F,2000
277,9,Jonathan Michel Boutin,CA,F,2004
277,9,Thomas Nussli,EU,F,2002
278,9,Troy Bodie,CA,F,2003
278,9,Martin Paroulek,EU,F,2000
279,9,Connor James,CA,F,2002
279,9,Mark Olafson,CA,F,2003
279,9,Adam Cracknell,CA,F,2004
279,9,Andreas Lindstrom,SCN,F,2000
280,9,Russell Spence,CA,C,2002
280,9,Matt McKnight,CA,F,2004
281,9,Peter Fabus,EU,C,2000
281,9,Ilja Solarev,RU,F,2001
281,9,Bill Kinkel,US,F,2002
282,9,Chris Porter,CA,C,2003
282,9,Marcel Rodman,EU,F,2001
282,9,Adam Burish,US,F,2002
284,9,Ryan MacMurchy,CA,F,2002
284,9,Viktor Hubl,EU,F,2001
284,9,Juhamatti Aaltonen,SCN,F,2003
284,9,John Wikner,SCN,F,2004
285,9,Marek Tomica,EU,F,2001
285,9,Pierce Norton,US,F,2004
286,9,Triston Grant,CA,F,2004
286,9,Andrej Nedorost,EU,F,2000
286,9,Zbynek Hrdel,EU,C,2003
286,9,Alexei Glukhov,RU,F,2002
286,9,Toni Dahlman,SCN,F,2001
287,9,Nick Tarnasky,CA,C,2003
287,9,Milan Kopecky,EU,F,2000
287,9,Juha-Pekka Ketola,SCN,F,2001
287,9,Jannik Hansen,SCN,F,2004
287,9,John Toffey,US,C,2002
288,9,David Jones,CA,F,2003
289,9,Mikael Johansson,SCN,C,2003
290,9,Simon Gamache,CA,C,2000
290,9,Loic Burkhalter,EU,C,2003
290,9,Pavel Frolov,RU,C,2002
291,9,John Carter,US,C,2004
292,9,Arseny Bondarev,RU,F,2003
1,1,Marc-Andre Fleury,CA,G,2003
1,1,Rick DiPietro,US,G,2000
2,1,Kari Lehtonen,SCN,G,2002
5,1,Carey Price,CA,G,2005
6,1,Brian Finley,CA,G,1999
6,1,Al Montoya,US,G,2004
8,1,Pascal Leclaire,CA,G,2001
9,1,Brent Krahn,CA,G,2000
10,1,Dan Blackburn,CA,G,2001
11,1,Jonathan Bernier,CA,G,2006
11,1,Jack Campbell,US,G,2010
14,1,Patrick DesRochers,CA,G,1998
14,1,Devan Dubnyk,CA,G,2004
15,1,Mathieu Chouinard,CA,G,1998
15,1,Riku Helenius,SCN,G,2006
17,1,Marek Schwarz,EU,G,2004
18,1,Chet Pickard,CA,G,2008
19,1,Andrey Vasilevskiy,RU,G,2012
21,1,Tuukka Rask,SCN,G,2005
22,1,Maxime Ouellet,CA,G,1999
23,1,Semyon Varlamov,RU,G,2006
24,1,Malcolm Subban,CA,G,2012
25,1,Cam Ward,CA,G,2002
26,1,Leland Irving,CA,G,2006
26,1,Jason Bacashihua,US,G,2001
26,1,Cory Schneider,US,G,2004
27,1,Mark Visentin,CA,G,2010
27,1,Ari Ahonen,SCN,G,1999
29,1,Adam Munro,CA,G,2001
29,1,Hannu Toivonen,SCN,G,2002
30,1,Thomas McCollum,US,G,2008
31,2,Jeff Deslauriers,CA,G,2002
31,2,Jacob Markstrom,SCN,G,2008
31,2,Mikko Koskinen,SCN,G,2009
31,2,Oscar Dansk,SCN,G,2012
32,2,Tyler Plante,US,G,2005
34,2,Jake Allen,CA,G,2008
34,2,Tobias Stephan,EU,G,2002
34,2,Michal Neuvirth,EU,G,2006
36,2,Zachary Fucale,CA,G,2013
36,2,Joel Gistedt,SCN,G,2007
37,2,David Shantz,CA,G,2004
38,2,Josh Harding,CA,G,2002
38,2,Justin Peters,CA,G,2004
38,2,Magnus Hellberg,SCN,G,2011
38,2,Philippe Sauve,US,G,1998
38,2,Jeff Frazee,US,G,2005
39,2,John Gibson,US,G,2011
40,2,Alex Auld,CA,G,1999
41,2,Ondrej Pavelec,EU,G,2005
44,2,Tristan Jarry,CA,G,2013
44,2,Ilya Bryzgalov,RU,G,2000
45,2,Anthony Stolarz,US,G,2012
46,2,David LeNeveu,CA,G,2002
46,2,Jhonas Enroth,SCN,G,2006
46,2,Robin Lehner,SCN,G,2009
48,2,Simon Lajeunesse,CA,G,1999
48,2,Antoine Lafleur,CA,G,2007
49,2,Jomar Cruz,CA,G,1998
49,2,Trevor Cann,CA,G,2007
49,2,Calvin Pickard,CA,G,2010
49,2,Christopher Gibson,SCN,G,2011
52,2,Corey Crawford,CA,G,2003
54,2,Philippe Desrosiers,CA,G,2013
54,2,Jeremy Smith,US,G,2007
56,2,Andrei Medvedev,RU,G,2001
58,2,Kent Simpson,CA,G,2010
59,2,Maxime Daigneault,CA,G,2002
59,2,Pier-Olivier Pelletier,CA,G,2005
59,2,Tyler Beskorowany,CA,G,2008
59,2,Eric Comrie,CA,G,2013
60,2,Dan Ellis,CA,G,2000
61,2,Peter Delmas,CA,G,2008
62,3,Anders Nilsson,SCN,G,2009
62,3,Samu Perhonen,SCN,G,2011
62,3,Joonas Korpisalo,SCN,G,2012
63,3,Spencer Martin,CA,G,2013
63,2,Peter Budaj,EU,G,2001
64,2,Jimmy Howard,US,G,2003
65,3,Kristofer Westblom,CA,G,2005
65,2,Jan Lasak,EU,G,1999
66,3,Jason LaBarbera,CA,G,1998
67,3,Evgeny Konstantinov,RU,G,1999
69,3,Jamie Hodson,CA,G,1998
69,3,Steve Mason,CA,G,2006
69,3,Daniel Altshuller,CA,G,2012
70,3,Mikael Tellqvist,SCN,G,2000
70,3,Eamon McAdam,US,G,2013
71,3,David Honzik,EU,G,2011
72,3,Jonathan Quick,US,G,2005
73,3,Barry Brust,CA,G,2002
73,3,Craig Anderson,US,G,2001
74,3,Todd Ford,CA,G,2002
74,3,Jeff Zatkoff,US,G,2006
75,3,Jon Gillies,US,G,2012
76,3,Chris Driedger,CA,G,2012
76,3,Alexei Volkov,RU,G,1998
76,3,Igor Bobkov,RU,G,2009
77,3,Michael Hutchinson,CA,G,2008
77,3,Matt Hackett,CA,G,2009
78,3,Marcus Hogberg,SCN,G,2013
79,3,Johan Asplund,SCN,G,1999
80,3,Jean-Francois Laniel,CA,G,1999
80,3,Michael Garnett,CA,G,2001
80,3,Jake Paterson,CA,G,2012
81,3,Adam Morrison,CA,G,2009
81,3,Adam Hauser,US,G,1999
82,3,Ryan Munce,CA,G,2003
83,3,Marco Cousineau,CA,G,2008
83,3,Matt Murray,CA,G,2012
83,3,Lukas Mensator,EU,G,2002
83,3,Timo Pielmeier,EU,G,2007
84,3,Jake McCracken,CA,G,1998
84,3,Jacob Deserres,CA,G,2008
84,3,Scott Wedgewood,CA,G,2010
84,3,Peter Hamerlik,EU,G,2000
84,3,Konstantin Barulin,RU,G,2003
85,3,Ben Bishop,US,G,2005
86,3,Sebastien Caron,CA,G,1999
86,3,Josh Unice,US,G,2007
87,3,Frederik Andersen,SCN,G,2012
88,3,Jordan Binnington,CA,G,2011
89,3,Jeff Glass,CA,G,2004
89,3,Tuomas Nissinen,SCN,G,2001
90,3,Jean-Francois Racine,CA,G,2000
90,3,Justin Pogge,CA,G,2004
91,3,Tyson Sexsmith,CA,G,2007
91,3,Mike Lee,US,G,2009
92,3,Cory Campbell,CA,G,1999
92,4,Sam Brittain,CA,G,2010
92,4,Evan Cowley,CA,G,2013
92,3,Daniel Larsson,SCN,G,2006
93,3,Dan LaCosta,CA,G,2004
93,4,Braden Holtby,CA,G,2008
94,3,Thomas Greiss,EU,G,2004
95,4,Jean-Francois Berube,CA,G,2009
96,3,Jonathan Boutin,CA,G,2003
96,4,Joe Palmer,US,G,2006
97,4,Chris Madden,US,G,1998
98,4,Sebastian Stefaniszin,EU,G,2007
99,4,Rob Zepp,CA,G,1999
99,4,Ray Emery,CA,G,2001
99,4,James Reimer,CA,G,2006
99,4,Juuse Saros,SCN,G,2013
102,4,Mathieu Corbeil,CA,G,2010
102,4,Stefan Liv,SCN,G,2000
106,4,Reto Berra,EU,G,2006
106,4,Harri Sateri,SCN,G,2008
106,4,Stephon Williams,US,G,2013
107,4,Evan Lindsay,CA,G,1999
107,4,Dimitri Patzold,RU,G,2001
107,4,Sami Aittokallio,SCN,G,2010
108,4,Dany Sabourin,CA,G,1998
108,4,Jase Weslosky,CA,G,2006
109,4,Jakub Kovar,EU,G,2006
110,4,Scott Myers,CA,G,1998
111,4,Ghyslain Rousseau,CA,G,2000
111,4,Matti Kaltiainen,SCN,G,2001
112,4,Philipp Grubauer,EU,G,2010
112,4,Alex Stalock,US,G,2005
113,4,Sean Maguire,CA,G,2012
113,4,Kristian Antila,SCN,G,1998
113,4,Kent Patterson,US,G,2007
114,4,Alexandre Vincent,CA,G,2005
116,4,Jason Missiaen,CA,G,2008
116,4,Levente Szuper,EU,G,2000
116,5,Josh Blackburn,US,G,1998
117,4,Eddie Pasquale,CA,G,2009
117,4,Steffen Soberg,SCN,G,2011
117,4,Teemu Lassila,SCN,G,2003
117,4,Fredrik Bergvik,SCN,G,2013
119,4,Jeremy Duchesne,US,G,2005
120,4,Davis Parley,CA,G,2000
120,4,Richard Bachman,US,G,2006
121,4,Drew MacIntyre,CA,G,2001
121,5,Tyler Bunz,CA,G,2010
121,4,Mattias Modig,SCN,G,2007
121,4,Marty Magers,US,G,2002
122,5,Dustin Tokarski,CA,G,2008
124,5,Linden Rowat,CA,G,2007
124,5,Kieran Millan,CA,G,2009
124,5,Kristers Gudlevskis,RU,G,2013
125,5,Chad Johnson,CA,G,2006
126,4,Kevin Nastiuk,CA,G,2003
126,5,Kevin Poulin,CA,G,2008
128,5,Kevin Lalande,CA,G,2005
128,5,Fredrik Pettersson-Wentzel,SCN,G,2010
129,4,Jason Churchill,CA,G,2004
129,5,Calvin Petersen,US,G,2013
130,5,Brett Bennett,US,G,2006
130,5,Connor Hellebuyck,US,G,2012
131,5,Tomas Popperle,EU,G,2005
132,5,Dusan Salficky,EU,G,2001
132,5,Niko Hovinen,SCN,G,2006
132,5,Niklas Lundstrom,SCN,G,2011
133,5,Jean-Francois Nogues,CA,G,1999
133,5,Bryan Pitton,CA,G,2006
133,5,Olivier Roy,CA,G,2009
133,4,Rustam Sidikov,RU,G,2003
133,5,Jussi Markkanen,SCN,G,2001
135,5,Andrew Raycroft,CA,G,1998
135,5,Joe Pearce,US,G,2002
135,5,Alex Kangas,US,G,2006
136,5,Billy Thompson,CA,G,2001
137,5,Magnus Akerlund,SCN,G,2004
138,5,Louis Domingue,CA,G,2010
138,5,Ryan Miller,US,G,1999
139,5,Kyle Moir,CA,G,2004
139,5,Brad Eidsness,CA,G,2007
139,5,Patrick Ehelechner,EU,G,2003
140,5,David Tremblay,CA,G,2003
140,5,Taylor Dakers,CA,G,2005
140,5,Scott Stajcer,CA,G,2009
141,5,Petr Mrazek,EU,G,2010
142,5,Nic Riopel,CA,G,2009
143,5,Daren Machesney,CA,G,2005
143,5,Brandon Snee,US,G,2000
144,5,Eero Kilpelainen,SCN,G,2003
144,5,Henri Kiviaho,SCN,G,2012
145,5,Rob Gherson,CA,G,2002
145,5,Michal Valent,EU,G,2004
146,5,Mark Dekanich,CA,G,2006
146,5,Francois Tremblay,CA,G,2012
146,5,Patrik Bartosak,EU,G,2013
147,5,Seamus Kotyk,CA,G,1999
