name,CareerGP,NumSeasons,AvgGP,CareerTOI,AvgTOI,CareerPts,Overall,Round,Age,D1_Pos,D2_Pos,Great_160,Great_120,Draft Year
Topi Jaakola,0,0,0,0,0,0,134,5,31,0,1,0,0,2002
Tore Vikingstad,0,0,0,0,0,0,180,6,39,0,0,0,0,1999
Torrey Mitchell,457,7,65.28571429,5764,12.61269147,105,126,4,30,1,0,1,1,2004
Travis Boyd,0,0,0,0,0,0,177,6,21,1,0,0,0,2011
Travis Eagles,0,0,0,0,0,0,198,7,34,0,0,0,0,1999
Travis Erstad,0,0,0,0,0,0,100,4,26,1,0,0,0,2007
Travis Ewanyk,0,0,0,0,0,0,74,3,22,0,0,0,0,2011
Travis Gawryletz,0,0,0,0,0,0,253,8,29,0,1,0,0,2004
Travis Hamonic,323,5,64.6,7343,22.73374613,111,53,2,25,0,1,1,1,2008
Travis Moen,724,11,65.81818182,9687,13.37983425,134,155,5,33,0,0,1,1,2000
Travis Morin,13,3,4.333333333,141,10.84615385,1,263,9,31,1,0,0,0,2004
Travis Zajac,625,9,69.44444444,11699,18.7184,348,20,1,30,1,0,1,1,2004
Trent Hunter,497,9,55.22222222,7916,15.92756539,236,150,6,35,0,0,1,1,1998
Trent Vogelhuber,0,0,0,0,0,0,211,7,27,0,0,0,0,2007
Trevor Byrne,0,0,0,0,0,0,143,5,35,0,1,0,0,1999
Trevor Daley,756,11,68.72727273,15830,20.93915344,231,43,2,32,0,1,1,1,2002
Trevor Ettinger,0,0,0,0,0,0,159,6,35,0,1,0,0,1998
Trevor Hendrikx,0,0,0,0,0,0,283,7,30,0,1,0,0,2003
Trevor Kell,0,0,0,0,0,0,131,5,29,0,0,0,0,2004
Trevor Koverko,0,0,0,0,0,0,147,5,28,0,1,0,0,2005
Trevor Lewis,349,7,49.85714286,4624,13.24928367,73,17,1,28,1,0,1,1,2006
Trevor Ludwig,0,0,0,0,0,0,183,6,30,0,1,0,0,2004
Trevor Nill,0,0,0,0,0,0,190,7,26,1,0,0,0,2007
Triston Grant,11,2,5.5,58,5.272727273,1,286,9,31,0,0,0,0,2004
Troy Bodie,159,5,31.8,1359,8.547169811,21,278,9,30,0,0,0,1,2003
Troy Brouwer,531,9,59,8896,16.75329567,255,214,7,30,0,0,1,1,2004
Troy Ferguson,0,0,0,0,0,0,276,9,34,0,0,0,0,2000
Troy Hesketh,0,0,0,0,0,0,71,3,24,0,1,0,0,2009
Troy Mattila,0,0,0,0,0,0,190,7,27,0,0,0,0,2006
Troy Riddle,0,0,0,0,0,0,129,4,34,1,0,0,0,2000
Troy Rutkowski,0,0,0,0,0,0,137,5,23,0,1,0,0,2010
Troy Vance,0,0,0,0,0,0,135,5,22,0,1,0,0,2011
Tuomas Mikkonen,0,0,0,0,0,0,243,8,32,0,0,0,0,2002
Tuomas Pihlman,15,3,5,138,9.2,2,48,2,32,0,0,0,0,2001
Tuomo Ruutu,702,11,63.81818182,11122,15.84330484,345,9,1,32,0,0,1,1,2001
Tuukka Makela,0,0,0,0,0,0,66,3,33,0,1,0,0,2000
Tuukka Mantyla,0,0,0,0,0,0,153,5,34,0,1,0,0,2001
Tuukka Pulliainen,0,0,0,0,0,0,248,8,31,0,0,0,0,2002
Ty Morris,0,0,0,0,0,0,128,4,31,0,0,0,0,2003
Ty Rattie,13,2,6.5,122,9.384615385,2,32,2,22,0,0,0,0,2011
Ty Wishart,26,3,8.666666667,404,15.53846154,6,16,1,27,0,1,0,0,2006
Tye McGinn,87,3,29,945,10.86206897,17,119,4,25,0,0,0,0,2010
Tyler Arnason,487,7,69.57142857,7068,14.51334702,245,183,7,36,1,0,1,1,1998
Tyler Biggs,0,0,0,0,0,0,22,1,22,0,0,0,0,2011
Tyler Boldt,0,0,0,0,0,0,236,8,31,0,1,0,0,2002
Tyler Bouck,91,5,18.2,770,8.461538462,12,57,2,35,1,0,0,0,1998
Tyler Cuma,1,1,1,11,11,0,23,1,25,0,1,0,0,2008
Tyler Eckford,7,2,3.5,57,8.142857143,1,217,7,30,0,1,0,0,2004
Tyler Ennis,345,6,57.5,6053,17.54492754,212,26,1,26,1,0,1,1,2008
Tyler Graovac,3,1,3,28,9.333333333,0,191,7,22,1,0,0,0,2011
Tyler Hanchuck,0,0,0,0,0,0,79,3,33,0,1,0,0,2000
Tyler Haskins,0,0,0,0,0,0,162,5,29,1,0,0,0,2004
Tyler Johnson,0,0,0,0,0,0,173,6,30,1,0,0,0,2003
Tyler Kennedy,477,8,59.625,6273,13.1509434,199,99,4,29,1,0,1,1,2004
Tyler Kolarik,0,0,0,0,0,0,150,5,34,1,0,0,0,2000
Tyler Miller,0,0,0,0,0,0,107,,28,0,1,0,0,2006
Tyler Myers,389,6,64.83333333,8919,22.92802057,166,12,1,25,0,1,1,1,2008
Tyler Pitlick,27,2,13.5,302,11.18518519,3,31,2,23,1,0,0,0,2010
Tyler Randell,0,0,0,0,0,0,176,6,24,0,0,0,0,2009
Tyler Redenbach,0,0,0,0,0,0,77,3,30,1,0,0,0,2003
Tyler Ruegsegger,0,0,0,0,0,0,166,6,27,1,0,0,0,2006
Tyler Scott,0,0,0,0,0,0,268,9,35,0,1,0,0,1999
Tyler Seguin,354,5,70.8,6029,17.03107345,282,2,1,23,1,0,1,1,2010
Tyler Shattock,0,0,0,0,0,0,108,4,25,0,0,0,0,2009
Tyler Spurgeon,0,0,0,0,0,0,242,8,29,1,0,0,0,2004
Tyler Stahl,0,0,0,0,0,0,167,6,23,0,1,0,0,2010
Tyler Toffoli,148,3,49.33333333,2031,13.72297297,83,47,2,23,1,0,0,1,2010
Tyler Wotherspoon,15,2,7.5,208,13.86666667,4,57,2,22,0,1,0,0,2011
Tyrell Mason,0,0,0,0,0,0,180,6,29,0,1,0,0,2005
Tyson Barrie,186,4,46.5,3763,20.2311828,104,64,3,24,0,1,1,1,2009
Tyson Strachan,184,7,26.28571429,2987,16.23369565,20,137,5,30,0,1,1,1,2003
Vaclav Meidl,0,0,0,0,0,0,81,3,29,1,0,0,0,2004
Vaclav Nedorost,99,3,33,1065,10.75757576,20,14,1,33,1,0,0,0,2000
Vaclav Pletka,1,1,1,12,12,0,208,7,36,0,0,0,0,1999
Vaclav Zavoral,0,0,0,0,0,0,151,5,34,0,1,0,0,1999
Vadim Khomitski,0,0,0,0,0,0,123,4,33,0,1,0,0,2000
Vadim Sozinov,0,0,0,0,0,0,179,6,34,1,0,0,0,2000
Valeri Klimov,0,0,0,0,0,0,282,9,29,0,1,0,0,2004
Valtteri Filppula,640,10,64,10918,17.059375,357,95,3,31,1,0,1,1,2002
Valtteri Tenkanen,0,0,0,0,0,0,264,9,30,1,0,0,0,2004
Vasily Bizyayev,0,0,0,0,0,0,213,7,33,0,0,0,0,2000
Viacheslav Trukhno,0,0,0,0,0,0,120,4,28,0,0,0,0,2005
Victor Hedman,392,6,65.33333333,8630,22.01530612,182,2,1,24,0,1,1,1,2009
Victor Oreskovich,67,3,22.33333333,576,8.597014925,9,55,2,29,0,0,0,0,2004
Victor Rask,80,1,80,1307,16.3375,33,42,2,22,1,0,0,0,2011
Victor Uchevatov,0,0,0,0,0,0,60,2,32,0,1,0,0,2001
Viktor Alexandrov,0,0,0,0,0,0,83,,29,0,0,0,0,2004
Viktor Bobrov,0,0,0,0,0,0,146,,31,1,0,0,0,2002
Viktor Dovgan,0,0,0,0,0,0,209,7,28,0,1,0,0,2005
Viktor Ekbom,0,0,0,0,0,0,181,6,26,0,1,0,0,2009
Viktor Hubl,0,0,0,0,0,0,284,9,37,0,0,0,0,2001
Viktor Sjodin,0,0,0,0,0,0,206,7,27,0,0,0,0,2006
Viktor Stalberg,338,6,56.33333333,4362,12.90532544,132,161,6,29,0,0,1,1,2006
Viktor Tikhonov,61,1,61,740,12.13114754,16,28,1,27,0,0,0,0,2008
Viktor Ujcik,0,0,0,0,0,0,266,9,43,0,0,0,0,2001
Viktor Wallin,0,0,0,0,0,0,112,4,35,0,1,0,0,1998
Vili Sopanen,0,0,0,0,0,0,177,6,27,0,0,0,0,2007
Ville Hamalainen,0,0,0,0,0,0,251,8,34,0,0,0,0,2001
Ville Mantymaa,0,0,0,0,0,0,280,9,30,0,1,0,0,2003
Vince Bellissimo,0,0,0,0,0,0,158,5,32,1,0,0,0,2002
Vincent Lecavalier,1163,16,72.6875,21733,18.68701634,931,1,1,35,1,0,1,1,1998
Vincent Malts,0,0,0,0,0,0,177,7,36,0,0,0,0,1998
Vincent Trocheck,70,2,35,1078,15.4,30,64,3,22,1,0,0,0,2011
Vinny Saponari,0,0,0,0,0,0,94,4,25,0,0,0,0,2008
Vitali Anikeyenko,0,0,0,0,0,0,70,,28,0,1,0,0,2005
Vitali Atyushov,0,0,0,0,0,0,276,9,36,0,1,0,0,2002
Vitali Smolyaninov,0,0,0,0,0,0,261,,32,0,0,0,0,2001
Vitaly Vishnevski,552,8,69,9240,16.73913043,68,5,1,35,0,1,1,1,1998
Vladimir Gorbunov,0,0,0,0,0,0,105,4,33,0,0,0,0,2000
Vladimir Gusev,0,0,0,0,0,0,115,4,32,0,1,0,0,2001
Vladimir Korsunov,0,0,0,0,0,0,105,4,32,0,1,0,0,2001
Vladimir Kutny,0,0,0,0,0,0,258,8,30,0,0,0,0,2003
Vladimir Malenkykh,0,0,0,0,0,0,157,5,34,0,1,0,0,1999
Vladimir Mihalik,15,2,7.5,193,12.86666667,3,30,1,28,0,1,0,0,2005
Vladimir Ruzicka,0,0,0,0,0,0,103,4,26,1,0,0,0,2007
Vladimir Sapozhnikov,0,0,0,0,0,0,58,2,33,0,1,0,0,2000
Vladimir Sobotka,381,7,54.42857143,5337,14.00787402,123,106,4,28,1,0,1,1,2005
Vladimir Tarasenko,179,3,59.66666667,2838,15.8547486,135,16,1,23,0,0,1,1,2010
Vladimir Zharkov,82,3,27.33333333,909,11.08536585,14,77,3,27,0,0,0,0,2006
Vladislav Luchkin,0,0,0,0,0,0,225,7,33,1,0,0,0,2000
Vladislav Namestnikov,47,2,23.5,554,11.78723404,16,27,1,22,1,0,0,0,2011
Vladislav Yevseyev,0,0,0,0,0,0,56,,30,0,0,0,0,2002
Vojtech Polak,5,2,2.5,35,7,0,36,2,30,0,0,0,0,2003
Vyacheslav Buravchikov,0,0,0,0,0,0,191,,28,0,1,0,0,2005
Wacey Rabbit,0,0,0,0,0,0,154,5,28,1,0,0,0,2005
Wade Davis,0,0,0,0,0,0,141,5,33,0,1,0,0,2000
Wade Megan,0,0,0,0,0,0,138,5,25,1,0,0,0,2009
Warren McCutcheon,0,0,0,0,0,0,257,8,33,1,0,0,0,2000
Wayne Simmonds,524,7,74.85714286,7985,15.23854962,284,61,2,27,0,0,1,1,2007
Wes O'Neill,5,2,2.5,52,10.4,0,115,4,29,0,1,0,0,2004
Will Colbert,0,0,0,0,0,0,228,,30,0,1,0,0,2003
Will Engasser,0,0,0,0,0,0,261,,29,0,0,0,0,2004
Will Magnuson,0,0,0,0,0,0,142,,35,0,1,0,0,1999
Will O'Neill,0,0,0,0,0,0,210,7,27,0,1,0,0,2006
Will Weber,0,0,0,0,0,0,53,2,26,0,1,0,0,2007
William Karlsson,21,1,21,257,12.23809524,5,53,2,22,1,0,0,0,2011
William Quist,0,0,0,0,0,0,157,6,26,0,0,0,0,2007
William Wrenn,0,0,0,0,0,0,43,2,24,0,1,0,0,2009
Willie Levesque,0,0,0,0,0,0,111,4,35,0,0,0,0,1999
Wojtek Wolski,451,8,56.375,7279,16.13968958,267,21,1,29,0,0,1,1,2004
Xavier Ouellet,25,2,12.5,402,16.08,3,48,2,22,0,1,0,0,2011
Yan Stastny,91,5,18.2,955,10.49450549,16,259,8,33,1,0,0,0,2002
Yanick Lehoux,10,2,5,117,11.7,4,86,3,33,1,0,0,0,2000
Yann Sauve,8,2,4,102,12.75,0,41,2,25,0,1,0,0,2008
Yannick Veilleux,0,0,0,0,0,0,102,4,22,0,0,0,0,2011
Yannick Weber,229,7,32.71428571,3514,15.34497817,63,73,3,27,0,1,1,1,2007
Yared Hagos,0,0,0,0,0,0,70,3,32,1,0,0,0,2001
Yaroslav Kosov,0,0,0,0,0,0,124,5,22,1,0,0,0,2011
Yasin Cisse,0,0,0,0,0,0,150,5,23,0,0,0,0,2010
Yegor Shastin,0,0,0,0,0,0,124,,32,0,0,0,0,2001
Yevgeny Bumagin,0,0,0,0,0,0,260,,33,1,0,0,0,2000
Yevgeny Fedorov,0,0,0,0,0,0,201,,34,1,0,0,0,2000
Yevgeny Gamalei,0,0,0,0,0,0,257,,33,0,1,0,0,2001
Yevgeny Gusakov,0,0,0,0,0,0,226,,34,0,0,0,0,1999
Yevgeny Kurilin,0,0,0,0,0,0,259,,36,1,0,0,0,1999
Yevgeny Muratov,0,0,0,0,0,0,274,,34,0,0,0,0,2000
Yevgeny Pastukh,0,0,0,0,0,0,225,8,36,0,0,0,0,1998
Yevgeny Pavlov,0,0,0,0,0,0,121,4,34,0,0,0,0,1999
Yorick Treille,0,0,0,0,0,0,195,7,35,0,0,0,0,1999
Yuri Artemenkov,0,0,0,0,0,0,112,4,31,0,0,0,0,2002
Yuri Dobryshkin,0,0,0,0,0,0,159,6,36,0,0,0,0,1999
Yuri Trubachev,0,0,0,0,0,0,164,5,32,1,0,0,0,2001
Yury Alexandrov,0,0,0,0,0,0,37,2,27,0,1,0,0,2006
Zac Dalpe,117,5,23.4,982,8.393162393,20,45,2,25,0,0,0,0,2008
Zac Larraza,0,0,0,0,0,0,196,7,22,0,0,0,0,2011
Zac Rinaldo,223,4,55.75,1795,8.049327354,24,178,6,25,1,0,1,1,2008
Zach Bearson,0,0,0,0,0,0,224,7,28,0,0,0,0,2005
Zach Bogosian,414,7,59.14285714,9184,22.18357488,134,3,1,25,0,1,1,1,2008
Zach Boychuk,127,7,18.14285714,1348,10.61417323,30,14,1,26,1,0,0,1,2008
Zach Budish,0,0,0,0,0,0,41,2,24,0,0,0,0,2009
Zach Hamill,20,3,6.666666667,219,10.95,4,8,1,27,1,0,0,0,2007
Zach Hyman,0,0,0,0,0,0,123,5,23,1,0,0,0,2010
Zach Parise,691,10,69.1,12906,18.67727931,566,17,1,31,0,0,1,1,2003
Zach Redmond,77,3,25.66666667,1322,17.16883117,27,184,7,27,0,1,0,0,2008
Zach Tarkir,0,0,0,0,0,0,167,5,31,0,1,0,0,2003
Zach Trotman,29,2,14.5,473,16.31034483,5,210,7,25,0,1,0,0,2010
Zachary Yuen,0,0,0,0,0,0,119,4,22,0,1,0,0,2011
Zack Fitzgerald,1,1,1,13,13,0,88,3,30,0,1,0,0,2003
Zack Kassian,198,4,49.5,2497,12.61111111,66,13,1,24,0,0,1,1,2009
Zack Phillips,0,0,0,0,0,0,28,1,22,1,0,0,0,2011
Zack Smith,319,7,45.57142857,4422,13.86206897,78,79,3,27,1,0,1,1,2008
Zack Stortini,257,6,42.83333333,2072,8.062256809,41,94,3,30,0,0,1,1,2003
Zack Torquato,0,0,0,0,0,0,178,6,26,1,0,0,0,2007
Zbynek Hrdel,0,0,0,0,0,0,286,9,30,1,0,0,0,2003
Zbynek Irgl,0,0,0,0,0,0,197,6,34,1,0,0,0,2000
Zbynek Novak,0,0,0,0,0,0,191,6,32,0,0,0,0,2001
Zdenek Bahensky,0,0,0,0,0,0,73,3,29,0,0,0,0,2004
Zdenek Blatny,25,3,8.333333333,235,9.4,3,68,3,34,0,0,0,0,1999
Zdenek Kutlak,16,3,5.333333333,205,12.8125,3,237,8,35,0,1,0,0,2000
