rank,age,nationality,name,NHL/NextYear,NHL/Ever,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
263,17,CA,Justin Guenette,0,0,D,59,3,9,12,54,7,2,1,0,0.051,0.153,0.203
264,19,CA,Felix Plouffe,0,0,F,48,3,9,12,46,-6,0,0,1,0.063,0.188,0.25
265,18,CA,Samuel Courtemanche,0,0,F,57,2,10,12,86,-23,0,0,0,0.035,0.175,0.211
266,20,CA,Steve Gillard,0,0,D,36,2,10,12,26,20,0,0,0,0.056,0.278,0.333
267,16,US,Duncan MacIntyre,0,0,D,43,1,11,12,12,3,1,0,0,0.023,0.256,0.279
268,20,CA,Yannick Dube,0,0,F,23,7,4,11,18,-4,4,1,0,0.304,0.174,0.478
269,17,SK,Dominik Rehak,0,0,F,48,6,5,11,15,2,1,0,2,0.125,0.104,0.229
270,18,US,Phil Pietroniro,0,0,D,41,6,5,11,38,-14,2,0,1,0.146,0.122,0.268
271,16,CA,Mathieu Ayotte,0,0,F,32,6,5,11,8,-3,2,0,0,0.188,0.156,0.344
272,18,CH,Lukas Balmelli,0,0,F,55,5,6,11,37,-2,0,0,1,0.091,0.109,0.2
273,19,CA,Andreas Tsogkas,0,0,F,57,3,8,11,18,-34,0,1,0,0.053,0.14,0.193
274,18,SI,Jurij Repe,0,0,D,38,3,8,11,46,-14,3,0,0,0.079,0.211,0.289
275,20,CA,Alexis Bernier,0,0,D,65,2,9,11,49,-36,2,0,1,0.031,0.138,0.169
276,16,CA,Raphael Maheux,0,0,D,53,2,9,11,22,-25,1,0,0,0.038,0.17,0.208
277,16,CA,Scott Carrier,0,0,D,58,1,10,11,57,-13,0,0,0,0.017,0.172,0.19
278,18,US,Myles McGurty,0,0,D,46,1,10,11,36,-2,1,0,0,0.022,0.217,0.239
279,18,CA,Derek Sheppard,0,0,F,32,8,2,10,47,-2,2,0,0,0.25,0.063,0.313
280,17,CA,Carl Marois,0,0,F,56,7,3,10,4,-1,1,0,0,0.125,0.054,0.179
281,17,CA,Gabriel Slight,0,0,F,48,6,4,10,80,-4,2,0,0,0.125,0.083,0.208
282,18,CA,Andrew Meredith,0,0,F,35,4,6,10,13,-2,0,0,2,0.114,0.171,0.286
283,18,CA,Robert Pelletier,0,0,F,30,4,6,10,16,-6,0,0,2,0.133,0.2,0.333
284,17,CA,Stephen Johnson,0,0,F,53,3,7,10,10,0,0,0,0,0.057,0.132,0.189
285,16,CA,Timothe Simard,0,0,F,51,3,7,10,6,-22,0,0,0,0.059,0.137,0.196
286,18,CA,Alexandre Boivin,0,0,F,36,3,7,10,8,-8,0,0,0,0.083,0.194,0.278
287,18,CA,Etienne Salvail,0,0,F,63,2,8,10,53,-21,0,0,1,0.032,0.127,0.159
288,17,SK,Patrik Koys,0,0,F,46,2,8,10,10,-19,0,0,0,0.043,0.174,0.217
289,19,CA,Olivier Jodoin,0,0,F,46,2,8,10,53,-10,1,0,0,0.043,0.174,0.217
290,20,CA,Jason Seed,0,0,D,22,2,8,10,10,-6,2,0,0,0.091,0.364,0.455
291,18,CA,Alexandre Chenier-Allard,0,0,D,48,0,10,10,14,-6,0,0,0,0,0.208,0.208
292,18,CA,Emeric Hudon,0,0,F,25,7,2,9,12,-10,5,0,0,0.28,0.08,0.36
293,20,CA,Vincent Richer,0,0,D,32,5,4,9,71,-12,1,0,0,0.156,0.125,0.281
294,17,CA,Simon Fortier,0,0,F,55,4,5,9,29,-15,0,0,1,0.073,0.091,0.164
295,16,CA,Matthew Highmore,0,0,F,30,4,5,9,26,-3,0,0,1,0.133,0.167,0.3
296,18,CA,Pier-Olivier Grand-Maison,0,0,F,28,4,5,9,17,8,0,0,0,0.143,0.179,0.321
297,17,CA,William Couture,0,0,F,64,3,6,9,53,-23,0,0,0,0.047,0.094,0.141
298,16,CA,Tristan Pomerleau,0,0,D,53,2,7,9,36,5,0,0,0,0.038,0.132,0.17
299,17,CA,David Bedard,0,0,D,31,2,7,9,28,7,0,0,0,0.065,0.226,0.29
300,18,CA,Max Lindsay,0,0,F,51,6,2,8,12,2,0,0,1,0.118,0.039,0.157
301,16,CA,Anthony Richard,0,0,F,42,6,2,8,15,-5,0,0,1,0.143,0.048,0.19
302,17,CA,Felix Caron,0,0,F,38,5,3,8,53,3,0,0,1,0.132,0.079,0.211
303,18,CA,Patrick Walsh,0,0,F,31,4,4,8,23,-10,1,2,0,0.129,0.129,0.258
304,17,SK,Tomas Török,0,0,F,23,4,4,8,14,-7,1,0,1,0.174,0.174,0.348
305,16,CA,Alexis D'Aoust,0,0,F,57,3,5,8,8,-22,1,0,0,0.053,0.088,0.14
306,17,CA,Anthony Gingras,0,0,D,55,2,6,8,49,-2,0,0,0,0.036,0.109,0.145
307,17,CA,Dexter Weber,0,0,D,54,2,6,8,14,-9,0,0,0,0.037,0.111,0.148
308,18,CA,Mickael Beauregard,0,0,D,68,1,7,8,86,-2,0,0,0,0.015,0.103,0.118
309,17,CA,Alexis Vanier,0,0,D,53,0,8,8,66,9,0,0,0,0,0.151,0.151
310,18,CA,Brett Malone,0,0,F,54,5,2,7,20,-22,2,0,0,0.093,0.037,0.13
311,16,CA,Zachary Moody,0,0,F,52,5,2,7,22,-16,2,0,0,0.096,0.038,0.135
312,16,CA,Jonathan Bourcier,0,0,F,15,5,2,7,2,1,1,0,0,0.333,0.133,0.467
313,18,CA,Samuel Roussy,0,0,D,53,4,3,7,52,3,1,0,1,0.075,0.057,0.132
314,17,CA,Quinn O'Brien,0,0,F,47,4,3,7,46,-3,0,0,0,0.085,0.064,0.149
315,20,CZ,Jakub Culek,0,0,F,9,4,3,7,5,-2,2,0,0,0.444,0.333,0.778
316,17,CA,Simon Boudreau,0,0,D,51,3,4,7,38,0,0,0,1,0.059,0.078,0.137
317,16,CA,Cody Donaghey,0,0,D,38,3,4,7,8,2,1,0,0,0.079,0.105,0.184
318,17,CA,Jacob Sweeney,0,0,D,63,2,5,7,14,14,0,0,0,0.032,0.079,0.111
319,17,CA,Zachary Taylor,0,0,D,55,2,5,7,8,-24,0,0,0,0.036,0.091,0.127
320,16,CA,Alexandre Carrier,0,0,D,50,2,5,7,28,-1,0,0,1,0.04,0.1,0.14
321,17,CA,Carl Tremblay,0,0,D,67,1,6,7,60,12,0,0,0,0.015,0.09,0.104
322,17,CA,Felix Boucher,0,0,D,61,1,6,7,36,-11,0,0,0,0.016,0.098,0.115
323,17,CA,Gareth Nicholson,0,0,D,54,1,6,7,23,-21,0,0,0,0.019,0.111,0.13
324,19,CA,Jonathan Delorme,0,0,D,54,1,6,7,62,14,0,0,0,0.019,0.111,0.13
325,18,CA,Billy Hartley,0,0,D,44,1,6,7,17,-16,0,0,0,0.023,0.136,0.159
326,18,CA,David Hunter,0,0,D,52,0,7,7,18,9,0,0,0,0,0.135,0.135
327,17,CA,Allan Caron,0,0,D,50,3,3,6,33,6,0,0,0,0.06,0.06,0.12
328,16,CA,Bokondji Imama,0,0,F,44,3,3,6,34,-3,0,0,0,0.068,0.068,0.136
329,18,CA,Devon Oliver-Dares,0,0,F,21,3,3,6,36,-6,1,0,0,0.143,0.143,0.286
330,18,CA,Connor Donaghey,0,0,F,15,3,3,6,2,2,0,0,1,0.2,0.2,0.4
331,16,CA,Kameron Kielly,0,0,F,60,2,4,6,14,-21,1,0,0,0.033,0.067,0.1
332,17,RU,Vladimir Bryukvin,0,0,F,58,2,4,6,20,-6,0,0,1,0.034,0.069,0.103
333,17,CA,Jasmin Boutet,0,0,F,58,2,4,6,32,-4,0,0,0,0.034,0.069,0.103
334,17,CA,Hubert Lamarre,0,0,F,53,2,4,6,31,1,0,0,0,0.038,0.075,0.113
335,17,CA,Miguel Caron,0,0,F,49,2,4,6,37,-5,1,0,0,0.041,0.082,0.122
336,16,CA,Spencer Smallman,0,0,F,42,2,4,6,14,-14,2,0,0,0.048,0.095,0.143
337,17,CA,Tristan Tremblay,0,0,F,36,2,4,6,10,-3,0,0,0,0.056,0.111,0.167
338,18,CA,Brayden Wood,0,0,D,51,1,5,6,15,10,1,0,0,0.02,0.098,0.118
339,17,CA,Cole Murphy,0,0,F,46,1,5,6,23,-3,1,0,0,0.022,0.109,0.13
340,18,CA,Samuel Robert,0,0,D,36,1,5,6,39,10,0,0,0,0.028,0.139,0.167
341,20,CA,Mathieu Coderre-Gagnon,0,0,F,28,1,5,6,73,-3,0,0,0,0.036,0.179,0.214
342,18,CA,Aaron Hoyles,0,0,D,66,0,6,6,104,11,0,0,0,0,0.091,0.091
343,18,US,Steve Duda,0,0,D,52,0,6,6,58,-19,0,0,0,0,0.115,0.115
344,20,CA,Sawyer Hannay,0,0,D,39,0,6,6,82,4,0,0,0,0,0.154,0.154
345,19,US,Skyler Spiller,0,0,D,40,4,1,5,83,-5,0,0,1,0.1,0.025,0.125
346,16,CA,Lucas Batt,0,0,F,49,3,2,5,45,-2,0,0,1,0.061,0.041,0.102
347,17,US,Alex Pawelczyk,0,0,F,47,2,3,5,21,-12,0,0,0,0.043,0.064,0.106
348,19,CA,Jean-Christophe Houde,0,0,F,34,2,3,5,6,-12,0,0,0,0.059,0.088,0.147
349,19,CA,Nicolas Dionne,0,0,F,30,2,3,5,10,-3,0,0,0,0.067,0.1,0.167
350,16,CA,Jonathan Deschamps,0,0,D,62,1,4,5,37,-21,0,0,0,0.016,0.065,0.081
351,17,CA,Guillaume Rioux-Legault,0,0,D,50,1,4,5,41,13,0,0,0,0.02,0.08,0.1
352,17,US,Vytal Cote,0,0,D,38,1,4,5,38,-9,0,0,0,0.026,0.105,0.132
353,17,CA,Brian Lovell,0,0,D,32,1,4,5,18,4,0,0,0,0.031,0.125,0.156
354,18,CA,Antoine Masson,0,0,F,24,1,4,5,10,-6,0,0,1,0.042,0.167,0.208
355,19,CA,David Weckworth,0,0,D,43,0,5,5,23,-17,0,0,0,0,0.116,0.116
356,20,CA,Ian Saab,0,0,D,28,0,5,5,80,-6,0,0,0,0,0.179,0.179
357,19,CA,Blake Millman,0,0,F,54,3,1,4,63,-13,0,0,1,0.056,0.019,0.074
358,16,CA,Nick Marois,0,0,F,60,2,2,4,8,-26,1,0,0,0.033,0.033,0.067
359,19,CA,Silas Neeposh,0,0,D,57,2,2,4,29,-11,1,0,0,0.035,0.035,0.07
360,16,CA,Nicolas Hebert,0,0,F,54,2,2,4,6,-20,0,0,0,0.037,0.037,0.074
361,18,CA,Kyle Haas,0,0,F,38,2,2,4,87,-1,0,0,0,0.053,0.053,0.105
362,19,CA,Samuel Gauthier,0,0,F,34,2,2,4,26,0,0,0,0,0.059,0.059,0.118
363,18,CA,Alex Hazlehurst,0,0,F,23,2,2,4,11,-2,0,0,0,0.087,0.087,0.174
364,17,US,Brandon Shea,0,0,F,14,2,2,4,6,-1,0,0,0,0.143,0.143,0.286
365,18,CA,Robert MacKenzie,0,0,F,14,2,2,4,5,2,0,0,0,0.143,0.143,0.286
366,17,CA,Elie Berube,0,0,D,46,1,3,4,15,6,0,0,0,0.022,0.065,0.087
367,18,CA,Alexandre Leclerc,0,0,D,42,1,3,4,4,0,0,0,0,0.024,0.071,0.095
368,19,US,Dillon Donnelly,0,0,D,39,1,3,4,87,-13,0,0,1,0.026,0.077,0.103
369,17,CA,Mackenzie Brown,0,0,F,36,1,3,4,10,-10,0,0,0,0.028,0.083,0.111
370,18,CA,Danny Sylvestre,0,0,F,12,1,3,4,2,-2,0,0,0,0.083,0.25,0.333
371,18,CA,Brandon Whitney,0,0,G,58,0,4,4,4,,0,0,0,0,0.069,0.069
372,17,CA,Jeremy Doucet,0,0,D,40,0,4,4,20,-11,0,0,0,0,0.1,0.1
373,19,CA,Maxime Lagace,0,0,G,33,0,4,4,0,,0,0,0,0,0.121,0.121
374,17,CA,Mathieu Leclerc,0,0,D,24,0,4,4,2,12,0,0,0,0,0.167,0.167
375,19,CA,Jason Cameron,0,0,F,67,3,0,3,69,-42,0,0,0,0.045,0,0.045
376,19,CA,Mitchell Robillard,0,0,F,9,3,0,3,8,1,0,0,0,0.333,0,0.333
377,18,CA,Yan Dumontier,0,0,D,53,1,2,3,16,-28,0,0,0,0.019,0.038,0.057
378,17,CA,Raphael Girard,0,0,F,49,1,2,3,20,-6,0,1,0,0.02,0.041,0.061
379,18,CA,John-Michael Walsh,0,0,D,36,1,2,3,8,-12,0,0,0,0.028,0.056,0.083
380,18,CA,Antoine Venne,0,0,F,35,1,2,3,14,-5,0,0,0,0.029,0.057,0.086
381,17,CA,Kelly Bent,0,0,F,29,1,2,3,60,-8,0,0,0,0.034,0.069,0.103
382,16,CA,Giovanni Fiore,0,0,F,29,1,2,3,6,-12,1,0,0,0.034,0.069,0.103
383,18,CA,Francois Brassard,0,0,G,58,0,3,3,6,,0,0,0,0,0.052,0.052
384,17,CA,Anthony Beaulieu,0,0,D,57,0,3,3,40,-1,0,0,0,0,0.053,0.053
385,17,CA,Mark Trickett,0,0,D,45,0,3,3,19,-7,0,0,0,0,0.067,0.067
386,19,FR,Robin Gusse,0,0,G,45,0,3,3,4,,0,0,0,0,0.067,0.067
387,17,CA,Philippe Desrosiers,0,0,G,43,0,3,3,2,,0,0,0,0,0.07,0.07
388,18,CA,Andrew Tessier,0,0,D,41,0,3,3,28,-2,0,0,0,0,0.073,0.073
389,18,CA,Michael Gagnon,0,0,F,40,0,3,3,19,-8,0,0,0,0,0.075,0.075
390,17,CA,Liam Alcalde,0,0,F,42,2,0,2,24,1,0,0,0,0.048,0,0.048
391,19,US,Patrick McGrath,0,0,F,61,1,1,2,171,-4,0,0,1,0.016,0.016,0.033
392,19,CA,Alex Filiatrault,0,0,D,43,1,1,2,47,-9,0,0,0,0.023,0.023,0.047
393,18,CA,Samuel Landry,0,0,F,35,1,1,2,8,-13,0,0,0,0.029,0.029,0.057
394,17,CA,Jessy Morin,0,0,F,28,1,1,2,43,1,0,0,0,0.036,0.036,0.071
395,18,CA,Charles Poulin,0,0,F,25,1,1,2,29,1,0,0,0,0.04,0.04,0.08
396,19,CA,Robert Davis,0,0,F,20,1,1,2,37,1,0,0,0,0.05,0.05,0.1
397,18,CA,Benjamin Hade,0,0,D,20,1,1,2,14,-10,0,0,0,0.05,0.05,0.1
398,18,CA,Brennan Bailey,0,0,D,14,1,1,2,2,1,0,0,1,0.071,0.071,0.143
399,17,CA,Simon-Claude Blackburn,0,0,F,12,1,1,2,0,-3,1,0,0,0.083,0.083,0.167
400,20,CA,Patrick Downe,0,0,D,6,1,1,2,8,-3,1,0,0,0.167,0.167,0.333
401,18,CA,Jacob Brennan,0,0,G,56,0,2,2,0,,0,0,0,0,0.036,0.036
402,17,CA,Zachary Fucale,0,0,G,55,0,2,2,2,,0,0,0,0,0.036,0.036
403,18,CA,Mathieu Laverdure,0,0,D,47,0,2,2,89,-8,0,0,0,0,0.043,0.043
404,19,CA,Philippe Trudeau,0,0,G,44,0,2,2,0,,0,0,0,0,0.045,0.045
405,17,CA,Alexandre Belanger,0,0,G,44,0,2,2,0,,0,0,0,0,0.045,0.045
406,18,CA,Loic Leduc,0,0,D,38,0,2,2,50,-30,0,0,0,0,0.053,0.053
407,17,CA,Samuel Pouliot,0,0,F,31,0,2,2,6,-10,0,0,0,0,0.065,0.065
408,16,CA,Felix-Antoine Savage,0,0,F,25,0,2,2,0,2,0,0,0,0,0.08,0.08
409,18,CA,Simon Lemieux,0,0,G,17,0,2,2,0,,0,0,0,0,0.118,0.118
410,18,CA,Robbie Graham,0,0,F,12,0,2,2,2,-5,0,0,0,0,0.167,0.167
411,19,CA,David Stephens,0,0,F,12,0,2,2,6,0,0,0,0,0,0.167,0.167
412,18,CA,Alexandros Soumakis,0,0,F,11,0,2,2,15,-2,0,0,0,0,0.182,0.182
413,19,CA,Jonathan Lavoie,0,0,F,11,0,2,2,12,-1,0,0,0,0,0.182,0.182
414,17,CA,Maxime Presseault,0,0,F,7,0,2,2,0,2,0,0,0,0,0.286,0.286
415,16,CA,Nicolas Latulippe,0,0,D,6,0,2,2,0,-1,0,0,0,0,0.333,0.333
416,17,CA,Julien Avon,0,0,F,5,0,2,2,2,2,0,0,0,0,0.4,0.4
417,17,CA,Anthony Beauregard,0,0,F,4,0,2,2,0,-1,0,0,0,0,0.5,0.5
418,20,CA,Brad Cuzner,0,0,F,4,0,2,2,0,5,0,0,0,0,0.5,0.5
419,19,CA,Kyle Campbell,0,0,F,29,1,0,1,27,-12,0,0,0,0.034,0,0.034
420,19,CA,Michael Mastrangelo,0,0,F,17,1,0,1,43,-6,0,0,1,0.059,0,0.059
421,18,CA,Chris King,0,0,F,11,1,0,1,4,2,0,0,0,0.091,0,0.091
422,16,CA,Julien Pelletier,0,0,F,7,1,0,1,2,-4,0,0,0,0.143,0,0.143
423,17,CA,Damon MacDonald,0,0,F,7,1,0,1,0,-5,0,0,0,0.143,0,0.143
424,16,CA,Julien Nantel,0,0,F,4,1,0,1,0,0,0,0,0,0.25,0,0.25
425,19,CA,Benjamin Laliberte,0,0,F,4,1,0,1,0,3,0,0,0,0.25,0,0.25
426,20,CA,Simon Darveau,0,0,F,4,1,0,1,9,-3,0,0,0,0.25,0,0.25
427,16,CA,Danick Gaudreau,0,0,F,4,1,0,1,2,-2,0,0,1,0.25,0,0.25
428,16,CA,Alexandre Delisle-Houde,0,0,F,3,1,0,1,2,1,0,0,0,0.333,0,0.333
429,16,CA,Francois Beauchemin,0,0,F,2,1,0,1,0,0,0,0,0,0.5,0,0.5
430,20,CA,Danny Potvin,0,0,F,2,1,0,1,2,-1,0,0,0,0.5,0,0.5
431,20,CA,Jacob Gervais-Chouinard,0,0,G,55,0,1,1,0,,0,0,0,0,0.018,0.018
432,18,DE,Marvin Cüpper,0,0,G,52,0,1,1,0,,0,0,0,0,0.019,0.019
433,17,CA,Philippe Cadorette,0,0,G,50,0,1,1,2,,0,0,0,0,0.02,0.02
434,18,CA,Alex Dubeau,0,0,G,50,0,1,1,17,,0,0,0,0,0.02,0.02
435,17,CA,Louis-Philippe Guindon,0,0,G,49,0,1,1,0,,0,0,0,0,0.02,0.02
436,18,CA,Antoine Bibeau,0,0,G,46,0,1,1,2,,0,0,0,0,0.022,0.022
437,18,CA,Francois Tremblay,0,0,G,46,0,1,1,2,,0,0,0,0,0.022,0.022
438,19,CA,Etienne Marcoux,0,0,G,42,0,1,1,6,,0,0,0,0,0.024,0.024
439,18,CA,Lukas Pozgay,0,0,D,39,0,1,1,47,-20,0,0,0,0,0.026,0.026
440,18,CA,Alexandre Grenier,0,0,F,39,0,1,1,22,-12,0,0,0,0,0.026,0.026
441,18,CA,Ryan Kelly,0,0,D,30,0,1,1,10,-16,0,0,0,0,0.033,0.033
442,16,CA,Alex Bureau,0,0,G,29,0,1,1,0,,0,0,0,0,0.034,0.034
443,17,CA,Eric Brassard,0,0,G,28,0,1,1,0,,0,0,0,0,0.036,0.036
444,19,CA,Francis Desrosiers,0,0,G,26,0,1,1,0,,0,0,0,0,0.038,0.038
445,18,CA,Maxime Fortier,0,0,D,24,0,1,1,2,-3,0,0,0,0,0.042,0.042
446,19,CA,Cole Holowenko,0,0,G,22,0,1,1,2,,0,0,0,0,0.045,0.045
447,18,CA,Charles-Antoine Alain,0,0,D,22,0,1,1,20,-20,0,0,0,0,0.045,0.045
448,17,CA,Philippe Venne,0,0,F,22,0,1,1,10,-12,0,0,0,0,0.045,0.045
449,17,CA,Justin Dickinson,0,0,F,19,0,1,1,46,-6,0,0,0,0,0.053,0.053
450,18,CA,Hugo Campeau,0,0,G,18,0,1,1,0,,0,0,0,0,0.056,0.056
451,16,CA,Guillaume Beaudoin,0,0,D,12,0,1,1,2,3,0,0,0,0,0.083,0.083
452,16,CA,Benjamin Bohemier,0,0,F,11,0,1,1,6,-2,0,0,0,0,0.091,0.091
453,17,CA,Steven Veilleux,0,0,G,10,0,1,1,0,,0,0,0,0,0.1,0.1
454,19,CA,Cameron McDonald,0,0,D,9,0,1,1,8,5,0,0,0,0,0.111,0.111
455,18,CA,Alexandre Gauthier,0,0,D,7,0,1,1,22,1,0,0,0,0,0.143,0.143
456,18,CA,Jean-Philippe Lebrasseur,0,0,D,6,0,1,1,2,-4,0,0,0,0,0.167,0.167
457,17,CA,Mathieu Boily,0,0,D,5,0,1,1,9,4,0,0,0,0,0.2,0.2
458,17,CA,Jimmy Paradis,0,0,F,5,0,1,1,2,-1,0,0,0,0,0.2,0.2
459,20,CA,Jean-Philippe Caron,0,0,F,4,0,1,1,13,-1,0,0,0,0,0.25,0.25
460,19,CA,Charles Johnson,0,0,D,4,0,1,1,2,0,0,0,0,0,0.25,0.25
461,16,CA,Matthew Cusson,0,0,F,3,0,1,1,0,-1,0,0,0,0,0.333,0.333
462,20,CA,Cory MacIntosh,0,0,F,3,0,1,1,0,-2,0,0,0,0,0.333,0.333
463,18,CA,Mitchell Shewfelt,0,0,D,3,0,1,1,2,1,0,0,0,0,0.333,0.333
464,17,CA,Alexandre Centis-Jorge,0,0,F,1,0,1,1,0,0,0,0,0,0,1,1
465,18,CA,Sebastien Auger,0,0,G,56,0,0,0,2,,0,0,0,0,0,0
466,20,FI,Christopher Gibson,0,1,G,41,0,0,0,4,,0,0,0,0,0,0
467,16,CA,Kevin Laliberte,0,0,D,36,0,0,0,10,0,0,0,0,0,0,0
468,19,CZ,David Honzik,0,0,G,32,0,0,0,0,,0,0,0,0,0,0
469,19,CA,Robert Steeves,0,0,G,32,0,0,0,2,,0,0,0,0,0,0
470,17,CA,Jeremy Carignan,0,0,F,31,0,0,0,36,-13,0,0,0,0,0,0
471,18,CA,Domenic Graham,0,0,G,27,0,0,0,0,,0,0,0,0,0,0
472,16,CA,Mason McDonald,0,0,G,26,0,0,0,2,,0,0,0,0,0,0
473,18,CA,Guillaume Decelles,0,0,G,23,0,0,0,0,,0,0,0,0,0,0
474,16,CA,Julio Billia,0,0,G,22,0,0,0,2,,0,0,0,0,0,0
475,19,CA,Michael Nishi,0,0,G,21,0,0,0,0,,0,0,0,0,0,0
476,17,CA,Alex Fournier,0,0,G,20,0,0,0,2,,0,0,0,0,0,0
477,17,CA,Jonathan Lavigne,0,0,D,20,0,0,0,2,-5,0,0,0,0,0,0
478,17,CA,Storm Phaneuf,0,0,G,19,0,0,0,8,,0,0,0,0,0,0
479,19,CA,Chris Clarke,0,0,G,19,0,0,0,0,,0,0,0,0,0,0
480,17,CA,Jack Flinn,0,0,G,18,0,0,0,4,,0,0,0,0,0,0
481,17,CA,Jordan Kennedy,0,0,F,18,0,0,0,4,-12,0,0,0,0,0,0
482,17,CA,Zachary Fortin,0,0,G,16,0,0,0,4,,0,0,0,0,0,0
483,19,CA,Carl Hozjan,0,0,G,16,0,0,0,0,,0,0,0,0,0,0
484,18,CA,Simon Desmarais,0,0,D,16,0,0,0,30,0,0,0,0,0,0,0
485,17,CA,Zach Beaton,0,0,F,15,0,0,0,13,-2,0,0,0,0,0,0
486,17,CA,Carl Chenier,0,0,F,15,0,0,0,14,-1,0,0,0,0,0,0
487,19,CA,Alexandre St. Arnaud,0,0,G,13,0,0,0,0,,0,0,0,0,0,0
488,18,CA,Elliot Bisson,0,0,D,13,0,0,0,8,-3,0,0,0,0,0,0
489,19,CA,Samuel Benoit,0,0,F,12,0,0,0,29,-1,0,0,0,0,0,0
490,19,CA,Benjamin Lagarde,0,0,F,11,0,0,0,0,-2,0,0,0,0,0,0
491,17,CA,Joanick Myrand,0,0,D,10,0,0,0,0,-4,0,0,0,0,0,0
492,18,CA,Chase Gaudet,0,0,G,9,0,0,0,0,,0,0,0,0,0,0
493,17,CA,Joseph Strong,0,0,F,9,0,0,0,19,-1,0,0,0,0,0,0
494,18,CA,Mickael Fillion,0,0,D,9,0,0,0,6,-1,0,0,0,0,0,0
495,18,CA,Erik Longtin,0,0,F,9,0,0,0,2,0,0,0,0,0,0,0
496,18,CA,Brandon Belding,0,0,F,8,0,0,0,4,0,0,0,0,0,0,0
497,16,CA,Benoit Villeneuve,0,0,D,7,0,0,0,0,4,0,0,0,0,0,0
498,18,CA,Bryan Groleau,0,0,D,7,0,0,0,2,1,0,0,0,0,0,0
499,17,CA,Marc-Francois Bernier,0,0,F,7,0,0,0,2,-2,0,0,0,0,0,0
500,16,CA,Nicolas Dumulong,0,0,D,6,0,0,0,0,0,0,0,0,0,0,0
501,18,CA,Philippe Gingras,0,0,G,6,0,0,0,0,,0,0,0,0,0,0
502,18,CA,Jake Primeau,0,0,D,6,0,0,0,10,-1,0,0,0,0,0,0
503,16,CA,Gabriel D'Astous-Moreau,0,0,D,6,0,0,0,2,-2,0,0,0,0,0,0
504,18,CA,Daniel Perigo,0,0,F,6,0,0,0,2,-1,0,0,0,0,0,0
505,16,CA,Massimo Carozza,0,0,F,5,0,0,0,0,1,0,0,0,0,0,0
506,16,CA,Evan Scott,0,0,D,5,0,0,0,0,-2,0,0,0,0,0,0
507,17,CA,Joey Bernard,0,0,F,5,0,0,0,2,-2,0,0,0,0,0,0
508,18,CA,David Mosher,0,0,D,5,0,0,0,0,2,0,0,0,0,0,0
509,18,CA,Joey Brisebois,0,0,F,5,0,0,0,2,0,0,0,0,0,0,0
510,20,CA,Gabriel Beaupre,0,0,D,4,0,0,0,6,-1,0,0,0,0,0,0
511,17,CA,Mark Simpson,0,0,F,4,0,0,0,0,-1,0,0,0,0,0,0
512,19,CA,Alexandre Veronneau,0,0,G,4,0,0,0,0,,0,0,0,0,0,0
513,17,CA,Anthony Patriarco,0,0,F,4,0,0,0,0,-1,0,0,0,0,0,0
514,16,CA,Matthew Klebansky,0,0,D,4,0,0,0,0,0,0,0,0,0,0,0
515,18,CA,Guillaume Gelinas,0,0,D,4,0,0,0,2,-3,0,0,0,0,0,0
516,17,CA,Alexandre Caron-Roy,0,0,F,4,0,0,0,0,-1,0,0,0,0,0,0
517,17,CA,Tyler Brown,0,0,F,4,0,0,0,4,-3,0,0,0,0,0,0
518,16,CA,Jonathan Lacroix-Courville,0,0,F,4,0,0,0,2,1,0,0,0,0,0,0
519,17,CA,Julien Beliveau,0,0,D,4,0,0,0,2,0,0,0,0,0,0,0
520,19,RU,Chris Kravchuk,0,0,D,3,0,0,0,4,0,0,0,0,0,0,0
521,18,CA,Spencer Tremblay,0,0,G,3,0,0,0,0,,0,0,0,0,0,0
522,17,CA,Jonathan Wilson,0,0,G,3,0,0,0,0,,0,0,0,0,0,0
523,16,CA,Guillaume McSween,0,0,D,3,0,0,0,0,-1,0,0,0,0,0,0
524,16,CA,Marc-Antoine Germain,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
525,17,CA,Kevin Domingue,0,0,F,3,0,0,0,0,-2,0,0,0,0,0,0
526,16,CA,Jean-Francois Lavoie,0,0,F,3,0,0,0,4,0,0,0,0,0,0,0
527,18,CA,Craig MacLauchlan,0,0,F,3,0,0,0,0,1,0,0,0,0,0,0
528,17,CA,Jeremy Quenneville,0,0,D,3,0,0,0,0,0,0,0,0,0,0,0
529,18,CA,Brandon Pye,0,0,F,3,0,0,0,0,-2,0,0,0,0,0,0
530,17,CA,Zack Whitlock,0,0,F,3,0,0,0,5,0,0,0,0,0,0,0
531,18,CA,Louis-Philippe Carrier,0,0,F,3,0,0,0,10,-1,0,0,0,0,0,0
532,17,CA,Miguel Sullivan,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
533,16,CA,Nicholas Blanchard,0,0,F,2,0,0,0,2,-1,0,0,0,0,0,0
534,16,CA,Antoine Pouliot,0,0,D,2,0,0,0,0,0,0,0,0,0,0,0
535,18,CA,Samuel Sirois,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
536,19,CA,Jeffrey Noonan,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
537,17,CA,Simon Bergeron,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
